GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0072657	protein localization to membrane	5.37177122312239e-10	3.44924257484701e-08	4.45 (25/311; 377/20876)	AT2G46500 AT1G59870 AT1G09070 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT5G48930 AT4G33430 AT1G05010 AT2G27500 AT1G13260 AT5G24930 AT1G22070 AT4G11330 AT4G33300 AT4G18950 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0090150	establishment of protein localization to membrane	5.37177122312239e-10	3.44924257484701e-08	4.45 (25/311; 377/20876)	AT2G46500 AT1G59870 AT1G09070 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT5G48930 AT4G33430 AT1G05010 AT2G27500 AT1G13260 AT5G24930 AT1G22070 AT4G11330 AT4G33300 AT4G18950 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0045088	regulation of innate immune response	9.91194408337217e-10	5.87493365913233e-08	4.17 (26/311; 419/20876)	AT2G46500 AT1G59870 AT1G09070 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT5G48930 AT4G33430 AT1G05010 AT2G27500 AT1G13260 AT5G24930 AT1G22070 AT3G25070 AT4G11330 AT4G33300 AT4G18950 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0050776	regulation of immune response	1.09642737787611e-09	6.03447248575423e-08	4.15 (26/311; 421/20876)	AT2G46500 AT1G59870 AT1G09070 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT5G48930 AT4G33430 AT1G05010 AT2G27500 AT1G13260 AT5G24930 AT1G22070 AT3G25070 AT4G11330 AT4G33300 AT4G18950 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0002682	regulation of immune system process	1.27409972522139e-09	6.54484911482146e-08	4.12 (26/311; 424/20876)	AT2G46500 AT1G59870 AT1G09070 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT5G48930 AT4G33430 AT1G05010 AT2G27500 AT1G13260 AT5G24930 AT1G22070 AT3G25070 AT4G11330 AT4G33300 AT4G18950 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0009751	response to salicylic acid	2.85823703695614e-09	1.37646678358677e-07	3.83 (27/311; 473/20876)	AT2G46500 AT1G59870 AT3G48360 AT1G06180 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G40000 AT2G39660 AT1G02450 AT2G39730 AT5G37260 AT4G02410 AT2G21120 AT4G33430 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT1G34420 AT4G11330 AT4G18950 AT2G46830 AT1G01060 AT1G66880
GO:0071396	cellular response to lipid	3.33369127402228e-09	1.510998150207e-07	4.23 (24/311; 381/20876)	AT2G46500 AT3G48360 AT1G27730 AT5G47120 AT1G32640 AT5G42050 AT1G01720 AT5G05440 AT5G58430 AT4G33430 AT1G05010 AT5G66880 AT3G02140 AT4G00710 AT5G08130 AT2G33150 AT2G22430 AT3G50260 AT4G18950 AT5G54380 AT1G20650 AT5G10450 AT4G18710 AT3G29575
GO:0012501	programmed cell death	4.0367896199924e-09	1.72802924083885e-07	3.9 (26/311; 448/20876)	AT2G46500 AT1G59870 AT1G09070 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT5G48930 AT4G33430 AT1G05010 AT2G27500 AT1G13260 AT5G24930 AT1G22070 AT3G25070 AT4G11330 AT4G33300 AT4G18950 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0009414	response to water deprivation	4.44643938279892e-09	1.80320976632067e-07	4.01 (25/311; 418/20876)	AT2G41430 AT1G73480 AT2G46500 AT2G17840 AT1G27730 AT5G47120 AT1G32640 AT2G40880 AT1G01720 AT3G05630 AT5G05410 AT1G64660 AT1G29395 AT4G24190 AT5G66880 AT5G26340 AT1G02205 AT2G22430 AT1G20450 AT3G50260 AT4G18950 AT3G30775 AT1G20440 AT2G47180 AT3G52450
GO:0009415	response to water	6.50746615394583e-09	2.50708696036229e-07	3.94 (25/311; 426/20876)	AT2G41430 AT1G73480 AT2G46500 AT2G17840 AT1G27730 AT5G47120 AT1G32640 AT2G40880 AT1G01720 AT3G05630 AT5G05410 AT1G64660 AT1G29395 AT4G24190 AT5G66880 AT5G26340 AT1G02205 AT2G22430 AT1G20450 AT3G50260 AT4G18950 AT3G30775 AT1G20440 AT2G47180 AT3G52450
GO:0008219	cell death	7.84843358935454e-09	2.87972600872558e-07	3.65 (27/311; 496/20876)	AT2G46500 AT1G59870 AT1G09070 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT5G48930 AT4G33430 AT1G05010 AT2G27500 AT1G13260 AT5G24930 AT1G22070 AT3G25070 AT3G50260 AT4G11330 AT4G33300 AT4G18950 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0032879	regulation of localization	2.28234133584996e-08	7.99365482221133e-07	5.36 (17/311; 213/20876)	AT2G41430 AT1G09070 AT4G25080 AT3G05630 AT2G39730 AT3G45780 AT3G61440 AT2G02710 AT4G23050 AT3G19850 AT3G57410 AT1G56220 AT5G10450 AT3G16850 AT4G18710 AT1G65930 AT2G28890
GO:0002679	respiratory burst involved in defense response	3.22244150258823e-08	1.03457332451517e-06	7.21 (13/311; 121/20876)	AT2G46500 AT3G49530 AT1G76600 AT1G27730 AT2G39660 AT3G55980 AT1G66160 AT3G53180 AT4G33430 AT3G46600 AT3G50260 AT1G23710 AT3G52450
GO:0045730	respiratory burst	3.22244150258823e-08	1.03457332451517e-06	7.21 (13/311; 121/20876)	AT2G46500 AT3G49530 AT1G76600 AT1G27730 AT2G39660 AT3G55980 AT1G66160 AT3G53180 AT4G33430 AT3G46600 AT3G50260 AT1G23710 AT3G52450
GO:0048585	negative regulation of response to stimulus	3.72287407234042e-08	1.14742897724345e-06	4.02 (22/311; 367/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT2G40750 AT5G42050 AT1G01720 AT1G02450 AT2G39730 AT3G07650 AT4G02410 AT2G21120 AT1G05010 AT5G24930 AT3G02140 AT1G22070 AT3G25070 AT2G22430 AT1G34420 AT4G11330 AT4G33300 AT1G66880
GO:0006972	hyperosmotic response	4.31874985023002e-08	1.27988861958234e-06	4.83 (18/311; 250/20876)	AT2G41430 AT1G73480 AT2G46500 AT1G27730 AT2G40880 AT1G01720 AT3G61440 AT5G58070 AT5G04590 AT1G29395 AT4G24190 AT5G49480 AT3G50260 AT4G18950 AT1G06040 AT1G20440 AT4G18710 AT1G65930
GO:0009863	salicylic acid mediated signaling pathway	8.71293509255153e-08	2.48649843576909e-06	3.99 (21/311; 353/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT4G02410 AT2G21120 AT4G33430 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT1G34420 AT4G11330 AT4G18950 AT1G66880
GO:0071446	cellular response to salicylic acid stimulus	9.58418833763182e-08	2.63745333200996e-06	3.97 (21/311; 355/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT4G02410 AT2G21120 AT4G33430 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT1G34420 AT4G11330 AT4G18950 AT1G66880
GO:0071236	cellular response to antibiotic	1.45904058092178e-07	3.87665228760343e-06	3.87 (21/311; 364/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT4G02410 AT2G21120 AT4G33430 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT1G34420 AT4G11330 AT4G18950 AT1G66880
GO:0031348	negative regulation of defense response	2.02799895059813e-07	5.20875519943098e-06	4.36 (18/311; 277/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT2G40750 AT5G42050 AT1G02450 AT2G39730 AT4G02410 AT2G21120 AT1G05010 AT5G24930 AT1G22070 AT3G25070 AT1G34420 AT4G11330 AT4G33300 AT1G66880
GO:0046777	protein autophosphorylation	3.23432387757263e-07	8.03913439179342e-06	5.94 (13/311; 147/20876)	AT4G25080 AT2G39660 AT2G01450 AT3G24550 AT3G45780 AT2G02710 AT4G23050 AT3G19850 AT1G61380 AT5G54380 AT3G16850 AT4G18710 AT4G32300
GO:0035690	cellular response to drug	4.56218207435699e-07	1.07413053560307e-05	3.61 (21/311; 390/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT2G39660 AT1G02450 AT2G39730 AT4G02410 AT2G21120 AT4G33430 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT1G34420 AT4G11330 AT4G18950 AT1G66880
GO:0035556	intracellular signal transduction	4.60027217092298e-07	1.07413053560307e-05	3.25 (24/311; 495/20876)	AT2G46500 AT1G59870 AT3G49530 AT1G76600 AT1G27730 AT5G47120 AT1G32920 AT2G40750 AT5G42050 AT3G55980 AT1G66160 AT1G02450 AT5G58430 AT2G39730 AT1G05010 AT5G24930 AT3G46600 AT1G22070 AT3G50260 AT4G11330 AT1G25560 AT5G07580 AT1G23710 AT1G66880
GO:0042742	defense response to bacterium	7.4625844011068e-07	1.69121107789789e-05	3.51 (21/311; 402/20876)	AT1G59870 AT2G44920 AT2G40750 AT2G40000 AT1G02450 AT2G39730 AT3G23400 AT4G33430 AT1G05010 AT1G22070 AT3G25070 AT5G53120 AT1G02205 AT3G50260 AT4G33300 AT3G57330 AT5G20630 AT5G10450 AT3G30775 AT1G66880 AT1G65930
GO:0009753	response to jasmonic acid	7.92843582921858e-07	1.74544812841744e-05	3.26 (23/311; 474/20876)	AT2G46500 AT1G59870 AT3G48360 AT1G06180 AT1G27730 AT5G47120 AT1G32640 AT1G32920 AT2G40750 AT5G42050 AT1G01720 AT1G02450 AT2G39730 AT5G37260 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT4G11330 AT4G18950 AT2G46830 AT1G01060 AT1G66880
GO:0009738	abscisic acid-activated signaling pathway	1.06894556657663e-06	2.28791858109384e-05	4.33 (16/311; 248/20876)	AT2G46500 AT3G48360 AT1G27730 AT5G47120 AT1G32640 AT5G42050 AT1G01720 AT5G05440 AT5G58430 AT5G66880 AT3G02140 AT2G33150 AT2G22430 AT3G50260 AT4G18950 AT3G29575
GO:0048574	long-day photoperiodism, flowering	1.11840742113322e-06	2.32908743177673e-05	16.78 (6/311; 24/20876)	AT1G22770 AT5G37260 AT5G61380 AT3G07650 AT2G46830 AT1G01060
GO:0048571	long-day photoperiodism	1.45323055668792e-06	2.94671680746692e-05	16.11 (6/311; 25/20876)	AT1G22770 AT5G37260 AT5G61380 AT3G07650 AT2G46830 AT1G01060
GO:0007623	circadian rhythm	1.81670739233393e-06	3.49955213470641e-05	5.1 (13/311; 171/20876)	AT3G48360 AT1G22770 AT3G54810 AT1G15950 AT5G37260 AT5G61380 AT3G07650 AT3G14620 AT2G18170 AT5G48250 AT3G62980 AT2G46830 AT1G01060
GO:0048511	rhythmic process	1.81670739233393e-06	3.49955213470641e-05	5.1 (13/311; 171/20876)	AT3G48360 AT1G22770 AT3G54810 AT1G15950 AT5G37260 AT5G61380 AT3G07650 AT3G14620 AT2G18170 AT5G48250 AT3G62980 AT2G46830 AT1G01060
GO:0071215	cellular response to abscisic acid stimulus	2.303916660956e-06	4.2267343253629e-05	4.08 (16/311; 263/20876)	AT2G46500 AT3G48360 AT1G27730 AT5G47120 AT1G32640 AT5G42050 AT1G01720 AT5G05440 AT5G58430 AT5G66880 AT3G02140 AT2G33150 AT2G22430 AT3G50260 AT4G18950 AT3G29575
GO:0097306	cellular response to alcohol	2.303916660956e-06	4.2267343253629e-05	4.08 (16/311; 263/20876)	AT2G46500 AT3G48360 AT1G27730 AT5G47120 AT1G32640 AT5G42050 AT1G01720 AT5G05440 AT5G58430 AT5G66880 AT3G02140 AT2G33150 AT2G22430 AT3G50260 AT4G18950 AT3G29575
GO:0009963	positive regulation of flavonoid biosynthetic process	3.23585871037672e-06	5.79840532679501e-05	6.52 (10/311; 103/20876)	AT1G59870 AT5G35735 AT1G32640 AT5G48930 AT1G13260 AT4G33300 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	5.93142336073771e-06	0.00010387085885311	4.01 (15/311; 251/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT2G40750 AT5G42050 AT1G02450 AT2G39730 AT4G02410 AT2G21120 AT1G05010 AT5G24930 AT1G22070 AT4G11330 AT1G66880
GO:0010256	endomembrane system organization	7.72719653584569e-06	0.000132311295069919	4.48 (13/311; 195/20876)	AT2G41430 AT4G33240 AT1G20840 AT3G61440 AT5G04590 AT4G24190 AT5G27670 AT1G06040 AT1G20440 AT3G16240 AT3G16850 AT4G18710 AT1G65930
GO:0006833	water transport	8.86989037598469e-06	0.000145414552188596	5.24 (11/311; 141/20876)	AT2G41430 AT3G61440 AT2G13360 AT5G04590 AT4G24190 AT1G06040 AT1G20440 AT3G16240 AT1G60010 AT4G18710 AT1G65930
GO:0042044	fluid transport	8.86989037598469e-06	0.000145414552188596	5.24 (11/311; 141/20876)	AT2G41430 AT3G61440 AT2G13360 AT5G04590 AT4G24190 AT1G06040 AT1G20440 AT3G16240 AT1G60010 AT4G18710 AT1G65930
GO:0009611	response to wounding	1.25363565686949e-05	0.000201241513339577	3.41 (17/311; 335/20876)	AT2G46500 AT1G09070 AT2G23810 AT3G48360 AT1G27730 AT1G32640 AT1G32920 AT1G01720 AT3G55980 AT4G39730 AT3G24550 AT5G03630 AT5G48930 AT2G33150 AT3G50260 AT4G18950 AT1G23710
GO:0051049	regulation of transport	1.30229727486205e-05	0.000204786596175945	4.6 (12/311; 175/20876)	AT1G09070 AT4G25080 AT3G05630 AT2G39730 AT3G45780 AT2G02710 AT4G23050 AT3G19850 AT3G16850 AT4G18710 AT1G65930 AT2G28890
GO:0009627	systemic acquired resistance	1.34430808896007e-05	0.000207164951814478	3.01 (20/311; 446/20876)	AT2G46500 AT1G59870 AT5G35735 AT5G47120 AT2G40750 AT5G42050 AT2G46220 AT1G55210 AT1G02450 AT2G39730 AT4G02410 AT2G21120 AT4G08850 AT1G05010 AT5G24930 AT1G22070 AT1G34420 AT1G11260 AT4G11330 AT1G66880
GO:0007030	Golgi organization	1.46013988610415e-05	0.000218423678661164	4.55 (12/311; 177/20876)	AT2G41430 AT1G20840 AT3G61440 AT5G04590 AT4G24190 AT5G27670 AT1G06040 AT1G20440 AT3G16240 AT3G16850 AT4G18710 AT1G65930
GO:0009962	regulation of flavonoid biosynthetic process	1.47406143795922e-05	0.000218423678661164	5.5 (10/311; 122/20876)	AT1G59870 AT5G35735 AT1G32640 AT5G48930 AT1G13260 AT4G33300 AT3G57330 AT2G24550 AT1G66880 AT3G44720
GO:0009742	brassinosteroid mediated signaling pathway	2.24643316706325e-05	0.000302995516457286	10.33 (6/311; 39/20876)	AT4G33430 AT4G00710 AT5G08130 AT5G54380 AT5G10450 AT4G18710
GO:0043401	steroid hormone mediated signaling pathway	2.24643316706325e-05	0.000302995516457286	10.33 (6/311; 39/20876)	AT4G33430 AT4G00710 AT5G08130 AT5G54380 AT5G10450 AT4G18710
GO:0048545	response to steroid hormone	2.24643316706325e-05	0.000302995516457286	10.33 (6/311; 39/20876)	AT4G33430 AT4G00710 AT5G08130 AT5G54380 AT5G10450 AT4G18710
GO:0071383	cellular response to steroid hormone stimulus	2.24643316706325e-05	0.000302995516457286	10.33 (6/311; 39/20876)	AT4G33430 AT4G00710 AT5G08130 AT5G54380 AT5G10450 AT4G18710
GO:0048878	chemical homeostasis	2.25090663549004e-05	0.000302995516457286	3.12 (18/311; 387/20876)	AT1G59870 AT5G04340 AT3G47420 AT5G05690 AT2G13360 AT3G47470 AT5G48930 AT4G05180 AT1G05010 AT5G24930 AT5G01600 AT5G26820 AT5G22890 AT1G25560 AT3G57330 AT5G20630 AT3G16240 AT3G02040
GO:0050832	defense response to fungus	2.28074493945307e-05	0.000302995516457286	3.25 (17/311; 351/20876)	AT2G46500 AT1G59870 AT2G23810 AT5G47120 AT2G40750 AT5G42050 AT1G45145 AT2G39660 AT3G55980 AT1G02450 AT2G39730 AT4G33430 AT1G05010 AT1G22070 AT1G02205 AT1G20440 AT1G66880
GO:0009642	response to light intensity	2.46048702406874e-05	0.000321333898593813	3.56 (15/311; 283/20876)	AT2G41430 AT2G17840 AT1G09070 AT1G27730 AT2G40000 AT3G55980 AT4G01800 AT2G39730 AT5G05410 AT3G45780 AT4G24190 AT4G24240 AT2G06850 AT3G16050 AT2G47180
GO:0071367	cellular response to brassinosteroid stimulus	2.61001178549694e-05	0.000335180460874344	10.07 (6/311; 40/20876)	AT4G33430 AT4G00710 AT5G08130 AT5G54380 AT5G10450 AT4G18710
GO:0009867	jasmonic acid mediated signaling pathway	2.78047066676429e-05	0.000345552551455257	3.52 (15/311; 286/20876)	AT2G46500 AT1G59870 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT1G02450 AT2G39730 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT4G11330 AT4G18950 AT1G66880
GO:0071395	cellular response to jasmonic acid stimulus	2.78047066676429e-05	0.000345552551455257	3.52 (15/311; 286/20876)	AT2G46500 AT1G59870 AT5G47120 AT1G32640 AT2G40750 AT5G42050 AT1G02450 AT2G39730 AT1G05010 AT2G27500 AT5G24930 AT1G22070 AT4G11330 AT4G18950 AT1G66880
GO:0009612	response to mechanical stimulus	4.12221598306421e-05	0.000504170776876023	7.46 (7/311; 63/20876)	AT1G09070 AT2G23810 AT1G27730 AT3G55980 AT2G06850 AT1G23710 AT3G62720
GO:0009741	response to brassinosteroid	6.08417149082492e-05	0.000732502225540105	5.21 (9/311; 116/20876)	AT1G30570 AT4G33430 AT1G13260 AT4G00710 AT5G08130 AT5G54380 AT1G56220 AT5G10450 AT4G18710
GO:0050801	ion homeostasis	6.19596556287923e-05	0.000734485310449814	3.13 (16/311; 343/20876)	AT1G59870 AT5G04340 AT3G47420 AT2G13360 AT3G47470 AT4G05180 AT1G05010 AT5G24930 AT5G01600 AT5G26820 AT5G22890 AT1G25560 AT3G57330 AT5G20630 AT3G16240 AT3G02040
GO:0032880	regulation of protein localization	7.55065723819982e-05	0.000881512136899883	8.39 (6/311; 48/20876)	AT2G41430 AT3G61440 AT3G57410 AT1G56220 AT5G10450 AT4G18710
GO:0070838	divalent metal ion transport	7.81204190406845e-05	0.000898415502557439	3.84 (12/311; 210/20876)	AT1G59870 AT1G20840 AT2G13360 AT3G47470 AT4G05180 AT1G05010 AT5G24930 AT1G25560 AT5G27670 AT5G20630 AT3G16240 AT3G16850
GO:0042592	homeostatic process	8.40927801076433e-05	0.000942988665287582	2.73 (19/311; 468/20876)	AT1G59870 AT5G04340 AT3G47420 AT5G05690 AT2G13360 AT3G47470 AT5G48930 AT4G05180 AT1G05010 AT5G24930 AT5G62290 AT5G01600 AT5G26820 AT5G22890 AT1G25560 AT3G57330 AT5G20630 AT3G16240 AT3G02040
GO:0072511	divalent inorganic cation transport	8.55172521111648e-05	0.000942988665287582	3.8 (12/311; 212/20876)	AT1G59870 AT1G20840 AT2G13360 AT3G47470 AT4G05180 AT1G05010 AT5G24930 AT1G25560 AT5G27670 AT5G20630 AT3G16240 AT3G16850
GO:0002252	immune effector process	8.56676861224374e-05	0.000942988665287582	3.36 (14/311; 280/20876)	AT2G46500 AT3G49530 AT1G76600 AT1G27730 AT2G39660 AT3G55980 AT1G66160 AT3G53180 AT4G33430 AT3G46600 AT3G50260 AT1G23710 AT1G33060 AT3G52450
GO:0000165	MAPK cascade	0.000126751640227246	0.00135646492173018	3.64 (12/311; 221/20876)	AT2G46500 AT1G59870 AT5G47120 AT2G40750 AT5G42050 AT1G02450 AT2G39730 AT1G05010 AT5G24930 AT1G22070 AT4G11330 AT1G66880
GO:0023014	signal transduction by protein phosphorylation	0.000126751640227246	0.00135646492173018	3.64 (12/311; 221/20876)	AT2G46500 AT1G59870 AT5G47120 AT2G40750 AT5G42050 AT1G02450 AT2G39730 AT1G05010 AT5G24930 AT1G22070 AT4G11330 AT1G66880
GO:0006979	response to oxidative stress	0.000137287848303793	0.00144909451994776	2.62 (19/311; 486/20876)	AT3G48360 AT1G27730 AT1G32640 AT1G22770 AT2G40880 AT1G45145 AT2G40000 AT5G05410 AT2G18170 AT2G01140 AT3G23400 AT4G24190 AT4G24240 AT5G01600 AT4G31390 AT3G16050 AT3G30775 AT2G47180 AT1G09350
GO:0010155	regulation of proton transport	0.000150021340222019	0.00156209987258205	6.1 (7/311; 77/20876)	AT4G25080 AT2G39730 AT3G45780 AT2G02710 AT4G23050 AT3G19850 AT3G16850
GO:0046700	heterocycle catabolic process	0.000152515538568593	0.00156689648045208	2.6 (19/311; 490/20876)	AT2G41430 AT1G59870 AT3G16830 AT3G50740 AT4G11570 AT3G61440 AT5G04590 AT2G20630 AT3G53180 AT4G24190 AT4G31390 AT1G49500 AT5G10450 AT3G30775 AT1G06040 AT1G20440 AT4G18710 AT1G65930 AT1G30110
GO:0009595	detection of biotic stimulus	0.000165503643087695	0.00167795937313286	5.16 (8/311; 104/20876)	AT1G59870 AT2G40750 AT1G02450 AT2G39730 AT3G09010 AT1G05010 AT1G22070 AT1G66880
GO:1904062	regulation of cation transmembrane transport	0.000176313017571375	0.00175981214240036	5.95 (7/311; 79/20876)	AT4G25080 AT2G39730 AT3G45780 AT2G02710 AT4G23050 AT3G19850 AT3G16850
GO:1901361	organic cyclic compound catabolic process	0.000178144917693807	0.00175981214240036	2.57 (19/311; 496/20876)	AT2G41430 AT1G59870 AT3G16830 AT3G50740 AT4G11570 AT3G61440 AT5G04590 AT2G20630 AT3G53180 AT4G24190 AT4G31390 AT1G49500 AT5G10450 AT3G30775 AT1G06040 AT1G20440 AT4G18710 AT1G65930 AT1G30110
GO:0009646	response to absence of light	0.000209478692525254	0.00204314993908709	9.07 (5/311; 37/20876)	AT2G41430 AT1G09070 AT2G40000 AT3G55980 AT4G01800
GO:0043069	negative regulation of programmed cell death	0.000220404832682346	0.00212284654636154	4 (10/311; 168/20876)	AT2G46500 AT1G09070 AT5G47120 AT1G32640 AT5G42050 AT2G39660 AT4G33430 AT1G22070 AT3G25070 AT3G57330
