GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0043067	regulation of programmed cell death	2.02600118348161e-10	1.09707663501603e-08	3.38 (36/561; 396/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G12920 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0072657	protein localization to membrane	2.05781505871184e-10	1.09707663501603e-08	3.45 (35/561; 377/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0090150	establishment of protein localization to membrane	2.05781505871184e-10	1.09707663501603e-08	3.45 (35/561; 377/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0009626	plant-type hypersensitive response	2.67704563120166e-10	1.28420776733897e-08	3.35 (36/561; 400/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G28910 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0009963	positive regulation of flavonoid biosynthetic process	2.69221256683722e-10	1.28420776733897e-08	6.5 (18/561; 103/20876)	AT5G48930 AT5G47180 AT5G11260 AT3G57530 AT3G57330 AT3G44720 AT4G34050 AT4G26090 AT1G51680 AT1G66880 AT3G11820 AT1G13260 AT1G18740 AT1G32640 AT2G24550 AT2G05940 AT2G18730 AT2G30490
GO:0034050	host programmed cell death induced by symbiont	2.86840338530566e-10	1.29983963934114e-08	3.34 (36/561; 401/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G28910 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0010941	regulation of cell death	3.52334843901343e-10	1.49847356954764e-08	3.32 (36/561; 404/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G12920 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0080135	regulation of cellular response to stress	3.63740971005176e-10	1.49847356954764e-08	3.38 (35/561; 385/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0007030	Golgi organization	4.45664274585317e-10	1.75614160374351e-08	4.84 (23/561; 177/20876)	AT5G27670 AT5G49720 AT5G04590 AT3G60130 AT3G53420 AT4G39100 AT4G39090 AT4G18710 AT3G26520 AT3G16850 AT3G16240 AT3G05880 AT1G15820 AT1G20440 AT1G62380 AT1G06040 AT1G07890 AT1G65930 AT2G21660 AT2G39010 AT2G28950 AT2G41430 AT2G30520
GO:0012501	programmed cell death	4.65055695779346e-10	1.75619716695621e-08	3.16 (38/561; 448/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G28910 AT3G27060 AT3G12920 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0016052	carbohydrate catabolic process	6.57898114486672e-10	2.38505379609694e-08	3.54 (32/561; 336/20876)	AT5G64860 AT5G49720 AT5G10450 AT5G09810 AT5G04590 AT5G02500 AT3G61580 AT3G53420 AT4G39100 AT4G39090 AT4G34870 AT4G18710 AT1G20330 AT1G20696 AT3G12560 AT3G23920 AT3G14100 AT3G26520 AT3G05880 AT3G07390 AT1G06410 AT1G20440 AT1G62380 AT1G06040 AT1G07890 AT1G65930 AT2G21660 AT1G23490 AT2G01140 AT2G46170 AT2G41430 AT2G30870
GO:0008219	cell death	7.12558637612123e-10	2.48385824689894e-08	3 (40/561; 496/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G35090 AT4G34000 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G28910 AT3G27060 AT3G12920 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0002682	regulation of immune system process	1.31496128161611e-09	4.41396360027865e-08	3.16 (36/561; 424/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G31800 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0010256	endomembrane system organization	3.04315087702629e-09	9.85019889142719e-08	4.39 (23/561; 195/20876)	AT5G27670 AT5G49720 AT5G04590 AT3G60130 AT3G53420 AT4G39100 AT4G39090 AT4G18710 AT3G26520 AT3G16850 AT3G16240 AT3G05880 AT1G15820 AT1G20440 AT1G62380 AT1G06040 AT1G07890 AT1G65930 AT2G21660 AT2G39010 AT2G28950 AT2G41430 AT2G30520
GO:0045088	regulation of innate immune response	3.42996530370007e-09	1.0719419696863e-07	3.11 (35/561; 419/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0050776	regulation of immune response	3.88171130263094e-09	1.17268541458429e-07	3.09 (35/561; 421/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G48930 AT5G47180 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT3G57330 AT3G44720 AT4G34150 AT4G33430 AT4G26090 AT1G32060 AT1G51680 AT1G66880 AT3G19970 AT3G08720 AT3G11820 AT3G01480 AT1G13260 AT1G69270 AT1G18740 AT1G32640 AT1G64610 AT2G40140 AT2G24550 AT2G43010 AT2G27500 AT2G05940 AT2G18730 AT2G41100 AT2G44490
GO:0009962	regulation of flavonoid biosynthetic process	4.57609035986106e-09	1.33786546683884e-07	5.49 (18/561; 122/20876)	AT5G48930 AT5G47180 AT5G11260 AT3G57530 AT3G57330 AT3G44720 AT4G34050 AT4G26090 AT1G51680 AT1G66880 AT3G11820 AT1G13260 AT1G18740 AT1G32640 AT2G24550 AT2G05940 AT2G18730 AT2G30490
GO:0009751	response to salicylic acid	7.15949136431621e-09	2.02773752127509e-07	2.91 (37/561; 473/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G42650 AT5G42050 AT5G37260 AT5G24530 AT3G63010 AT3G57530 AT3G50060 AT3G48360 AT4G38620 AT4G34000 AT4G33430 AT4G31800 AT4G27450 AT4G26090 AT1G32060 AT1G66880 AT3G19970 AT3G28910 AT3G08720 AT3G11820 AT3G01480 AT1G69270 AT1G01060 AT1G32640 AT1G64610 AT1G75020 AT2G40140 AT1G22640 AT2G43010 AT2G27500 AT2G05940 AT2G46830 AT2G40000 AT2G44490
GO:0009753	response to jasmonic acid	7.57367294943659e-09	2.08004223587397e-07	2.9 (37/561; 474/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G42650 AT5G42050 AT5G37260 AT5G24530 AT5G05140 AT3G63010 AT3G57530 AT3G48360 AT4G38620 AT4G26090 AT1G32060 AT1G58200 AT1G66880 AT3G19970 AT3G28910 AT3G17860 AT3G08720 AT3G11820 AT3G01480 AT1G15750 AT1G69270 AT1G32920 AT1G01720 AT1G01060 AT1G32640 AT1G64610 AT1G22640 AT2G43010 AT2G27500 AT2G05940 AT2G46830 AT2G30040 AT2G44490 AT2G18790
GO:0009611	response to wounding	9.51411164817483e-09	2.53611459104598e-07	3.33 (30/561; 335/20876)	AT2G33150 AT5G57560 AT5G48930 AT5G42650 AT5G13710 AT5G09810 AT5G05140 AT3G57530 AT3G55980 AT3G48360 AT4G38620 AT4G34050 AT4G34150 AT1G51680 AT3G19970 AT3G17860 AT3G11820 AT1G69270 AT1G62380 AT1G32920 AT1G18740 AT1G01720 AT1G32640 AT1G22640 AT1G09940 AT1G23710 AT2G05940 AT2G41100 AT2G30870 AT2G30490
GO:0071215	cellular response to abscisic acid stimulus	1.24418519912827e-08	3.13229080833169e-07	3.68 (26/561; 263/20876)	AT2G33150 AT5G66880 AT5G65310 AT5G58430 AT5G42050 AT5G05440 AT3G63010 AT3G57530 AT3G48360 AT4G34000 AT3G29575 AT3G08720 AT3G11820 AT3G07360 AT3G02140 AT3G11410 AT1G69270 AT1G07430 AT1G01720 AT1G32640 AT1G64610 AT1G15100 AT2G22430 AT2G05940 AT2G46680 AT2G30040
GO:0097306	cellular response to alcohol	1.24418519912827e-08	3.13229080833169e-07	3.68 (26/561; 263/20876)	AT2G33150 AT5G66880 AT5G65310 AT5G58430 AT5G42050 AT5G05440 AT3G63010 AT3G57530 AT3G48360 AT4G34000 AT3G29575 AT3G08720 AT3G11820 AT3G07360 AT3G02140 AT3G11410 AT1G69270 AT1G07430 AT1G01720 AT1G32640 AT1G64610 AT1G15100 AT2G22430 AT2G05940 AT2G46680 AT2G30040
GO:0009738	abscisic acid-activated signaling pathway	1.60669525400762e-08	3.93560345291768e-07	3.75 (25/561; 248/20876)	AT2G33150 AT5G66880 AT5G65310 AT5G58430 AT5G42050 AT5G05440 AT3G63010 AT3G57530 AT3G48360 AT4G34000 AT3G29575 AT3G08720 AT3G11820 AT3G02140 AT3G11410 AT1G69270 AT1G07430 AT1G01720 AT1G32640 AT1G64610 AT1G15100 AT2G22430 AT2G05940 AT2G46680 AT2G30040
GO:0009739	response to gibberellin	2.26878322801884e-08	5.41114226959618e-07	4.48 (20/561; 166/20876)	AT4G36540 AT5G14920 AT5G25190 AT5G66880 AT5G66730 AT5G37260 AT5G11260 AT3G63010 AT3G61070 AT3G57040 AT3G47620 AT4G23060 AT3G28910 AT1G20650 AT1G74670 AT1G07430 AT1G01060 AT1G22640 AT1G09530 AT2G46830
GO:0048767	root hair elongation	3.86905235974368e-08	8.99123908701567e-07	4.16 (21/561; 188/20876)	AT4G16370 AT5G49720 AT5G09810 AT3G62720 AT3G57410 AT3G54920 AT3G53420 AT4G39100 AT4G38430 AT4G22010 AT4G18710 AT3G26520 AT3G16850 AT3G05490 AT1G77690 AT1G37130 AT1G70940 AT1G75500 AT1G78620 AT2G01420 AT2G34650
GO:0009812	flavonoid metabolic process	4.98844942160092e-08	1.13027761894694e-06	3.66 (24/561; 244/20876)	AT5G48930 AT5G47180 AT5G24530 AT5G11260 AT3G57530 AT3G57330 AT3G44720 AT4G34050 AT4G26090 AT4G04330 AT1G51680 AT1G66880 AT3G13510 AT3G11820 AT1G13260 AT1G19960 AT1G18740 AT1G32640 AT2G24550 AT1G09530 AT2G05940 AT2G18730 AT2G41310 AT2G30490
GO:0048585	negative regulation of response to stimulus	7.43002892703546e-08	1.64242744702889e-06	3.04 (30/561; 367/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G42650 AT5G42050 AT5G24530 AT5G18650 AT3G63010 AT3G59940 AT3G57530 AT4G37460 AT4G30340 AT4G26090 AT1G32060 AT1G66880 AT3G11820 AT3G02140 AT3G01480 AT3G11410 AT3G07650 AT1G69270 AT1G07430 AT1G53090 AT1G01720 AT1G64610 AT2G22430 AT1G05000 AT2G43010 AT2G05940 AT2G44490
GO:0009741	response to brassinosteroid	8.69440072556238e-08	1.87616015656872e-06	5.13 (16/561; 116/20876)	AT5G65430 AT5G57560 AT5G10450 AT4G33430 AT4G18710 AT4G08950 AT4G01330 AT4G00720 AT1G56220 AT3G17120 AT1G13260 AT1G78100 AT1G17120 AT1G04240 AT2G44080 AT2G26710
GO:0071407	cellular response to organic cyclic compound	1.00664004244235e-07	2.12170642972548e-06	2.94 (31/561; 393/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G65430 AT5G42650 AT5G42050 AT5G24530 AT5G10450 AT3G63010 AT3G57530 AT4G34000 AT4G33430 AT4G27450 AT4G26090 AT4G18710 AT1G32060 AT1G66880 AT3G19970 AT3G08720 AT3G11820 AT3G01480 AT1G69270 AT1G32640 AT1G64610 AT1G75020 AT2G40140 AT2G43010 AT2G27500 AT2G05940 AT2G44080 AT2G44490
GO:0009813	flavonoid biosynthetic process	1.0557531919513e-07	2.17464951739251e-06	3.77 (22/561; 217/20876)	AT5G48930 AT5G47180 AT5G24530 AT5G11260 AT3G57530 AT3G57330 AT3G44720 AT4G34050 AT4G26090 AT4G04330 AT1G51680 AT1G66880 AT3G13510 AT3G11820 AT1G13260 AT1G19960 AT1G18740 AT1G32640 AT2G24550 AT2G05940 AT2G18730 AT2G30490
GO:0080147	root hair cell development	1.45807231158509e-07	2.93660879596436e-06	3.85 (21/561; 203/20876)	AT4G16370 AT5G49720 AT5G09810 AT3G62720 AT3G57410 AT3G54920 AT3G53420 AT4G39100 AT4G38430 AT4G22010 AT4G18710 AT3G26520 AT3G16850 AT3G05490 AT1G77690 AT1G37130 AT1G70940 AT1G75500 AT1G78620 AT2G01420 AT2G34650
GO:0009867	jasmonic acid mediated signaling pathway	2.60250809179594e-07	5.0184982464419e-06	3.25 (25/561; 286/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT4G26090 AT1G32060 AT1G66880 AT3G19970 AT3G17860 AT3G08720 AT3G11820 AT3G01480 AT1G15750 AT1G69270 AT1G32640 AT1G64610 AT2G43010 AT2G27500 AT2G05940 AT2G44490 AT2G18790
GO:0071395	cellular response to jasmonic acid stimulus	2.60250809179594e-07	5.0184982464419e-06	3.25 (25/561; 286/20876)	AT5G08330 AT5G14740 AT5G24930 AT5G42650 AT5G42050 AT5G24530 AT3G63010 AT3G57530 AT4G26090 AT1G32060 AT1G66880 AT3G19970 AT3G17860 AT3G08720 AT3G11820 AT3G01480 AT1G15750 AT1G69270 AT1G32640 AT1G64610 AT2G43010 AT2G27500 AT2G05940 AT2G44490 AT2G18790
GO:0043473	pigmentation	3.66034288310251e-07	6.25929537706308e-06	4.94 (15/561; 113/20876)	AT4G16370 AT5G49720 AT3G54920 AT3G44720 AT4G38430 AT4G22010 AT4G00730 AT3G26520 AT3G09000 AT1G77690 AT1G70940 AT1G75500 AT2G27820 AT2G01420 AT2G34650
GO:0043476	pigment accumulation	3.66034288310251e-07	6.25929537706308e-06	4.94 (15/561; 113/20876)	AT4G16370 AT5G49720 AT3G54920 AT3G44720 AT4G38430 AT4G22010 AT4G00730 AT3G26520 AT3G09000 AT1G77690 AT1G70940 AT1G75500 AT2G27820 AT2G01420 AT2G34650
GO:0043478	pigment accumulation in response to UV light	3.66034288310251e-07	6.25929537706308e-06	4.94 (15/561; 113/20876)	AT4G16370 AT5G49720 AT3G54920 AT3G44720 AT4G38430 AT4G22010 AT4G00730 AT3G26520 AT3G09000 AT1G77690 AT1G70940 AT1G75500 AT2G27820 AT2G01420 AT2G34650
GO:0043479	pigment accumulation in tissues in response to UV light	3.66034288310251e-07	6.25929537706308e-06	4.94 (15/561; 113/20876)	AT4G16370 AT5G49720 AT3G54920 AT3G44720 AT4G38430 AT4G22010 AT4G00730 AT3G26520 AT3G09000 AT1G77690 AT1G70940 AT1G75500 AT2G27820 AT2G01420 AT2G34650
GO:0043480	pigment accumulation in tissues	3.66034288310251e-07	6.25929537706308e-06	4.94 (15/561; 113/20876)	AT4G16370 AT5G49720 AT3G54920 AT3G44720 AT4G38430 AT4G22010 AT4G00730 AT3G26520 AT3G09000 AT1G77690 AT1G70940 AT1G75500 AT2G27820 AT2G01420 AT2G34650
GO:0043481	anthocyanin accumulation in tissues in response to UV light	3.66034288310251e-07	6.25929537706308e-06	4.94 (15/561; 113/20876)	AT4G16370 AT5G49720 AT3G54920 AT3G44720 AT4G38430 AT4G22010 AT4G00730 AT3G26520 AT3G09000 AT1G77690 AT1G70940 AT1G75500 AT2G27820 AT2G01420 AT2G34650
