GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0043067	regulation of programmed cell death	1.09997192028626e-06	4.78028803076259e-05	5.8 (12/109; 396/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0009751	response to salicylic acid	1.13906475455628e-06	4.78028803076259e-05	5.26 (13/109; 473/20876)	AT3G48360 AT1G59870 AT2G40140 AT2G43010 AT5G08330 AT5G37260 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT5G59430 AT3G05120
GO:0009626	plant-type hypersensitive response	1.22174871477937e-06	4.78028803076259e-05	5.75 (12/109; 400/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0034050	host programmed cell death induced by symbiont	1.25400060767539e-06	4.78028803076259e-05	5.73 (12/109; 401/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0010941	regulation of cell death	1.35533267278944e-06	4.8221309831877e-05	5.69 (12/109; 404/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0008219	cell death	1.92679027637453e-06	5.83927546848333e-05	5.02 (13/109; 496/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G35090 AT4G33430 AT1G13260
GO:0045088	regulation of innate immune response	1.9789687314113e-06	5.83927546848333e-05	5.49 (12/109; 419/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0010200	response to chitin	2.078874205249e-06	5.83927546848333e-05	5.46 (12/109; 421/20876)	AT1G09070 AT1G01720 AT1G59870 AT2G40140 AT3G46620 AT5G05410 AT5G05140 AT5G03720 AT5G42650 AT1G02450 AT4G36030 AT4G33430
GO:0050776	regulation of immune response	2.078874205249e-06	5.83927546848333e-05	5.46 (12/109; 421/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0002682	regulation of immune system process	2.23710250564073e-06	5.96953142294657e-05	5.42 (12/109; 424/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0010243	response to organonitrogen compound	3.51058861651185e-06	8.9216462585038e-05	5.19 (12/109; 443/20876)	AT1G09070 AT1G01720 AT1G59870 AT2G40140 AT3G46620 AT5G05410 AT5G05140 AT5G03720 AT5G42650 AT1G02450 AT4G36030 AT4G33430
GO:0012501	programmed cell death	3.93737789769786e-06	9.5514382494393e-05	5.13 (12/109; 448/20876)	AT1G09070 AT1G59870 AT2G40140 AT2G43010 AT3G27210 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT1G13260
GO:0006995	cellular response to nitrogen starvation	5.76802578202076e-06	0.000133839316772747	33.31 (4/109; 23/20876)	AT1G59870 AT4G23180 AT4G35090 AT3G05630
GO:0009863	salicylic acid mediated signaling pathway	1.62817548085591e-05	0.000356250239535987	5.43 (10/109; 353/20876)	AT1G59870 AT2G40140 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT3G05120
GO:0071446	cellular response to salicylic acid stimulus	1.7092172703786e-05	0.000356250239535987	5.4 (10/109; 355/20876)	AT1G59870 AT2G40140 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT3G05120
GO:0043562	cellular response to nitrogen levels	1.73557809004711e-05	0.000356250239535987	25.54 (4/109; 30/20876)	AT1G59870 AT4G23180 AT4G35090 AT3G05630
GO:0009867	jasmonic acid mediated signaling pathway	1.93215894786535e-05	0.000368272400965312	6.03 (9/109; 286/20876)	AT1G59870 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT1G15750 AT3G05120
GO:0071395	cellular response to jasmonic acid stimulus	1.93215894786535e-05	0.000368272400965312	6.03 (9/109; 286/20876)	AT1G59870 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT1G15750 AT3G05120
GO:0071236	cellular response to antibiotic	2.11837301327949e-05	0.000389842147997351	5.26 (10/109; 364/20876)	AT1G59870 AT2G40140 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT3G05120
GO:0035690	cellular response to drug	3.80561777322929e-05	0.000676999372290264	4.91 (10/109; 390/20876)	AT1G59870 AT2G40140 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT3G05120
GO:0071365	cellular response to auxin stimulus	4.00707022482016e-05	0.000677004538485105	13.12 (5/109; 73/20876)	AT3G48360 AT1G59870 AT2G43010 AT3G62980 AT2G34650
GO:0071407	cellular response to organic cyclic compound	4.05935660156749e-05	0.000677004538485105	4.87 (10/109; 393/20876)	AT1G59870 AT2G40140 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT4G33430 AT3G05120
GO:0035556	intracellular signal transduction	5.64778805804705e-05	0.000913374336660241	4.26 (11/109; 495/20876)	AT1G59870 AT2G40140 AT2G43010 AT3G46620 AT1G53170 AT5G08330 AT1G64610 AT5G42650 AT1G02450 AT4G36030 AT5G59430
GO:0009611	response to wounding	6.61428154275224e-05	0.00103821694804192	5.15 (9/109; 335/20876)	AT1G09070 AT3G48360 AT1G01720 AT3G46620 AT3G24550 AT5G05140 AT3G61060 AT5G42650 AT1G76490
GO:0009733	response to auxin	7.64975290081255e-05	0.00116644352502616	4.52 (10/109; 424/20876)	AT3G48360 AT4G16780 AT1G59870 AT2G43010 AT3G62980 AT5G37260 AT5G59430 AT2G34650 AT1G15750 AT3G05630
GO:0042752	regulation of circadian rhythm	9.69162252156951e-05	0.00142180815949392	16.65 (4/109; 46/20876)	AT1G22770 AT5G08330 AT3G62980 AT5G61380
GO:0009723	response to ethylene	9.85730903475568e-05	0.00142180815949392	4.88 (9/109; 353/20876)	AT3G46620 AT1G53170 AT5G37260 AT1G64610 AT1G18330 AT4G36030 AT1G69890 AT5G59430 AT3G05120
GO:0009991	response to extracellular stimulus	0.000149323922138697	0.00209715314471799	4.62 (9/109; 373/20876)	AT1G66180 AT1G59870 AT4G23180 AT3G62980 AT1G78380 AT4G35090 AT4G30660 AT1G01620 AT3G05630
GO:0048574	long-day photoperiodism, flowering	0.000258724997951231	0.00345193615687564	23.94 (3/109; 24/20876)	AT1G22770 AT5G61380 AT5G37260
GO:0052541	plant-type cell wall cellulose metabolic process	0.000258724997951231	0.00345193615687564	23.94 (3/109; 24/20876)	AT1G66180 AT3G24550 AT1G30690
GO:0048571	long-day photoperiodism	0.000292891041305665	0.00360441446974507	22.98 (3/109; 25/20876)	AT1G22770 AT5G61380 AT5G37260
GO:0043473	pigmentation	0.0003174301894953	0.00360441446974507	8.47 (5/109; 113/20876)	AT3G18780 AT4G38430 AT2G34650 AT2G01420 AT4G00730
GO:0043476	pigment accumulation	0.0003174301894953	0.00360441446974507	8.47 (5/109; 113/20876)	AT3G18780 AT4G38430 AT2G34650 AT2G01420 AT4G00730
GO:0043478	pigment accumulation in response to UV light	0.0003174301894953	0.00360441446974507	8.47 (5/109; 113/20876)	AT3G18780 AT4G38430 AT2G34650 AT2G01420 AT4G00730
GO:0043479	pigment accumulation in tissues in response to UV light	0.0003174301894953	0.00360441446974507	8.47 (5/109; 113/20876)	AT3G18780 AT4G38430 AT2G34650 AT2G01420 AT4G00730
GO:0043480	pigment accumulation in tissues	0.0003174301894953	0.00360441446974507	8.47 (5/109; 113/20876)	AT3G18780 AT4G38430 AT2G34650 AT2G01420 AT4G00730
GO:0043481	anthocyanin accumulation in tissues in response to UV light	0.0003174301894953	0.00360441446974507	8.47 (5/109; 113/20876)	AT3G18780 AT4G38430 AT2G34650 AT2G01420 AT4G00730
GO:0006972	hyperosmotic response	0.000342964334366885	0.00381322187552655	5.36 (7/109; 250/20876)	AT1G73480 AT1G01720 AT2G21660 AT4G39090 AT4G30660 AT5G58070 AT3G05120
GO:0009734	auxin-activated signaling pathway	0.00035110313985917	0.00382404493896024	11.97 (4/109; 64/20876)	AT3G48360 AT2G43010 AT3G62980 AT2G34650
GO:0031667	response to nutrient levels	0.000376889579268108	0.00402280035134591	4.57 (8/109; 335/20876)	AT1G66180 AT1G59870 AT4G23180 AT3G62980 AT1G78380 AT4G35090 AT1G01620 AT3G05630
GO:0031668	cellular response to extracellular stimulus	0.000494189470542509	0.00516840582066859	4.39 (8/109; 349/20876)	AT1G59870 AT4G23180 AT3G62980 AT1G78380 AT4G35090 AT4G30660 AT1G01620 AT3G05630
GO:0071496	cellular response to external stimulus	0.00050358825944976	0.00516840582066859	4.38 (8/109; 350/20876)	AT1G59870 AT4G23180 AT3G62980 AT1G78380 AT4G35090 AT4G30660 AT1G01620 AT3G05630
GO:0006333	chromatin assembly or disassembly	0.000550603952877457	0.00554431388498254	10.64 (4/109; 72/20876)	AT1G07420 AT4G30660 AT1G20696 AT4G11600
GO:0031348	negative regulation of defense response	0.000632162864319791	0.00624769146608448	4.84 (7/109; 277/20876)	AT1G59870 AT2G43010 AT5G18650 AT5G08330 AT1G64610 AT5G42650 AT1G02450
GO:0048585	negative regulation of response to stimulus	0.000686884071081694	0.00666507605815156	4.17 (8/109; 367/20876)	AT1G01720 AT1G59870 AT2G43010 AT5G18650 AT5G08330 AT1G64610 AT5G42650 AT1G02450
GO:0016999	antibiotic metabolic process	0.000803439862199604	0.00764902520650752	3.67 (9/109; 470/20876)	AT1G59870 AT2G43010 AT5G08330 AT1G64610 AT2G42790 AT5G42650 AT3G52880 AT1G02450 AT4G35090
GO:0051273	beta-glucan metabolic process	0.000816952100458348	0.00764902520650752	6.89 (5/109; 139/20876)	AT1G66180 AT3G18780 AT3G24550 AT1G05570 AT1G30690
GO:0042436	indole-containing compound catabolic process	0.000858992169159427	0.00790397513182993	9.46 (4/109; 81/20876)	AT1G59870 AT5G42650 AT3G51660 AT3G50740
GO:0071396	cellular response to lipid	0.000875327860290732	0.0079177738656093	4.02 (8/109; 381/20876)	AT3G48360 AT3G07360 AT1G01720 AT1G15100 AT1G64610 AT4G36030 AT4G33430 AT3G05120
GO:0009267	cellular response to starvation	0.000896400059301006	0.00797324263273001	4.56 (7/109; 294/20876)	AT1G59870 AT4G23180 AT3G62980 AT1G78380 AT4G35090 AT1G01620 AT3G05630
GO:0006979	response to oxidative stress	0.00101627272027659	0.00876617902284999	3.55 (9/109; 486/20876)	AT3G48360 AT1G22770 AT1G58290 AT3G18780 AT5G05410 AT1G11210 AT1G64610 AT1G78380 AT4G35090
GO:0043900	regulation of multi-organism process	0.0010183983125165	0.00876617902284999	6.56 (5/109; 146/20876)	AT1G59870 AT5G18650 AT5G42650 AT1G02450 AT4G38430
GO:0042594	response to starvation	0.00104765081912137	0.00883643488795271	4.44 (7/109; 302/20876)	AT1G59870 AT4G23180 AT3G62980 AT1G78380 AT4G35090 AT1G01620 AT3G05630
GO:0000165	MAPK cascade	0.00107623245430193	0.00883643488795271	5.2 (6/109; 221/20876)	AT1G59870 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450
GO:0023014	signal transduction by protein phosphorylation	0.00107623245430193	0.00883643488795271	5.2 (6/109; 221/20876)	AT1G59870 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450
GO:0031669	cellular response to nutrient levels	0.00126420982571762	0.0101765683669467	4.3 (7/109; 312/20876)	AT1G59870 AT4G23180 AT3G62980 AT1G78380 AT4G35090 AT1G01620 AT3G05630
GO:0052546	cell wall pectin metabolic process	0.00127759088078137	0.0101765683669467	14.01 (3/109; 41/20876)	AT1G66180 AT3G24550 AT1G30690
GO:0009639	response to red or far red light	0.00141955352703812	0.0111410779908409	3.73 (8/109; 411/20876)	AT4G16780 AT2G43010 AT1G22770 AT3G18780 AT5G61380 AT2G34650 AT2G01420 AT5G67030
GO:0042538	hyperosmotic salinity response	0.00157164272023205	0.012155955135891	5.95 (5/109; 161/20876)	AT1G73480 AT1G01720 AT4G30660 AT5G58070 AT3G05120
GO:0016126	sterol biosynthetic process	0.00170451190852151	0.0129757983109445	5.84 (5/109; 164/20876)	AT1G66180 AT1G30690 AT1G07420 AT1G76490 AT1G01620
GO:0071214	cellular response to abiotic stimulus	0.00175058107390256	0.0129757983109445	5.8 (5/109; 165/20876)	AT4G16780 AT2G43010 AT1G78380 AT4G30660 AT3G05630
GO:0104004	cellular response to environmental stimulus	0.00175058107390256	0.0129757983109445	5.8 (5/109; 165/20876)	AT4G16780 AT2G43010 AT1G78380 AT4G30660 AT3G05630
GO:0010218	response to far red light	0.00180900586241234	0.0132251762399864	7.74 (4/109; 99/20876)	AT4G16780 AT1G22770 AT3G18780 AT2G01420
GO:0042743	hydrogen peroxide metabolic process	0.00186396335226233	0.0133079856762551	4.01 (7/109; 334/20876)	AT1G59870 AT2G43010 AT5G08330 AT5G42650 AT3G52880 AT1G02450 AT4G35090
GO:0009636	response to toxic substance	0.00188465575696281	0.0133079856762551	3.56 (8/109; 430/20876)	AT3G48360 AT1G22770 AT5G05410 AT2G36950 AT2G42790 AT1G78380 AT4G11600 AT3G05630
GO:0009411	response to UV	0.00189514115547459	0.0133079856762551	4.65 (6/109; 247/20876)	AT3G18780 AT5G05410 AT4G38430 AT2G34650 AT2G01420 AT4G00730
GO:0016125	sterol metabolic process	0.00204642844476692	0.0140558683724018	5.6 (5/109; 171/20876)	AT1G66180 AT1G30690 AT1G07420 AT1G76490 AT1G01620
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	0.00205431922365872	0.0140558683724018	4.58 (6/109; 251/20876)	AT1G59870 AT2G43010 AT5G08330 AT1G64610 AT5G42650 AT1G02450
GO:0034284	response to monosaccharide	0.00220732816307906	0.0149115973175361	5.5 (5/109; 174/20876)	AT1G66180 AT3G18780 AT3G15630 AT2G31390 AT3G61060
GO:0006006	glucose metabolic process	0.00226728764399666	0.0151251952040303	4.49 (6/109; 256/20876)	AT3G18780 AT2G21660 AT3G61580 AT3G52880 AT1G78380 AT1G20696
GO:0071215	cellular response to abscisic acid stimulus	0.00259293383558072	0.0168757054510837	4.37 (6/109; 263/20876)	AT3G48360 AT3G07360 AT1G01720 AT1G15100 AT1G64610 AT4G36030
GO:0097306	cellular response to alcohol	0.00259293383558072	0.0168757054510837	4.37 (6/109; 263/20876)	AT3G48360 AT3G07360 AT1G01720 AT1G15100 AT1G64610 AT4G36030
GO:0009735	response to cytokinin	0.00274277698952027	0.0176358647265286	4.32 (6/109; 266/20876)	AT4G16780 AT3G18780 AT2G21660 AT4G39260 AT2G18300 AT5G58070
GO:0010310	regulation of hydrogen peroxide metabolic process	0.00294425506028438	0.0187059813980474	5.15 (5/109; 186/20876)	AT1G59870 AT2G43010 AT5G08330 AT5G42650 AT1G02450
GO:0010393	galacturonan metabolic process	0.00313919286808336	0.0194806705522431	10.26 (3/109; 56/20876)	AT1G66180 AT3G24550 AT1G30690
GO:0045488	pectin metabolic process	0.00313919286808336	0.0194806705522431	10.26 (3/109; 56/20876)	AT1G66180 AT3G24550 AT1G30690
GO:0035966	response to topologically incorrect protein	0.00324875802734841	0.0197405133853684	3.63 (7/109; 369/20876)	AT2G40140 AT1G64610 AT2G42790 AT4G36030 AT1G78380 AT4G33430 AT3G05630
GO:0046686	response to cadmium ion	0.00325504323277475	0.0197405133853684	3.26 (8/109; 470/20876)	AT3G18780 AT2G21660 AT1G18330 AT3G52880 AT4G39090 AT1G78380 AT5G59430 AT4G11600
GO:0008361	regulation of cell size	0.00330112130129942	0.0197950147812987	10.08 (3/109; 57/20876)	AT4G38430 AT2G34650 AT2G01420
GO:0019318	hexose metabolic process	0.00346836705563876	0.0205132741040317	4.12 (6/109; 279/20876)	AT3G18780 AT2G21660 AT3G61580 AT3G52880 AT1G78380 AT1G20696
GO:0072593	reactive oxygen species metabolic process	0.00349777622543104	0.0205132741040317	3.58 (7/109; 374/20876)	AT1G59870 AT2G43010 AT5G08330 AT5G42650 AT3G52880 AT1G02450 AT4G35090
GO:0010043	response to zinc ion	0.00381730296664636	0.0219765278446278	9.58 (3/109; 60/20876)	AT2G21660 AT5G24380 AT4G39260
GO:0006073	cellular glucan metabolic process	0.00392621419992524	0.0219765278446278	3.51 (7/109; 382/20876)	AT1G66180 AT1G22770 AT3G18780 AT3G24550 AT1G05570 AT1G30690 AT4G35090
GO:0044042	glucan metabolic process	0.00392621419992524	0.0219765278446278	3.51 (7/109; 382/20876)	AT1G66180 AT1G22770 AT3G18780 AT3G24550 AT1G05570 AT1G30690 AT4G35090
GO:0019439	aromatic compound catabolic process	0.00408101722569784	0.0219765278446278	3.14 (8/109; 488/20876)	AT1G59870 AT2G21660 AT5G42650 AT3G52880 AT3G51660 AT3G50740 AT4G39090 AT1G78380
GO:0044270	cellular nitrogen compound catabolic process	0.00408101722569784	0.0219765278446278	3.14 (8/109; 488/20876)	AT1G59870 AT2G21660 AT5G42650 AT3G52880 AT3G51660 AT3G50740 AT4G39090 AT1G78380
GO:0009851	auxin biosynthetic process	0.0040819931732202	0.0219765278446278	6.18 (4/109; 124/20876)	AT2G43010 AT5G42650 AT3G51660 AT3G50740
GO:0016054	organic acid catabolic process	0.00415485359239401	0.0219765278446278	3.47 (7/109; 386/20876)	AT3G13640 AT2G42790 AT5G42650 AT3G51660 AT3G50740 AT1G78380 AT3G05630
GO:0046395	carboxylic acid catabolic process	0.00415485359239401	0.0219765278446278	3.47 (7/109; 386/20876)	AT3G13640 AT2G42790 AT5G42650 AT3G51660 AT3G50740 AT1G78380 AT3G05630
GO:0046700	heterocycle catabolic process	0.00418195681962613	0.0219765278446278	3.13 (8/109; 490/20876)	AT1G59870 AT2G21660 AT5G42650 AT3G52880 AT3G51660 AT3G50740 AT4G39090 AT1G78380
GO:0009873	ethylene-activated signaling pathway	0.00420024762947621	0.0219765278446278	6.13 (4/109; 125/20876)	AT3G46620 AT1G53170 AT1G64610 AT5G59430
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.00420024762947621	0.0219765278446278	6.13 (4/109; 125/20876)	AT5G18650 AT2G42790 AT1G78380 AT3G05630
GO:0030243	cellulose metabolic process	0.00432079690104311	0.0223877775046383	6.08 (4/109; 126/20876)	AT1G66180 AT3G18780 AT3G24550 AT1G30690
GO:2000377	regulation of reactive oxygen species metabolic process	0.00445278800557934	0.0228498331865256	4.67 (5/109; 205/20876)	AT1G59870 AT2G43010 AT5G08330 AT5G42650 AT1G02450
GO:1901361	organic cyclic compound catabolic process	0.00449639283908108	0.0228538463099159	3.09 (8/109; 496/20876)	AT1G59870 AT2G21660 AT5G42650 AT3G52880 AT3G51660 AT3G50740 AT4G39090 AT1G78380
GO:0080167	response to karrikin	0.00456886185718235	0.0230031078608883	5.99 (4/109; 128/20876)	AT1G22770 AT1G70420 AT4G33980 AT2G34650
GO:0051193	regulation of cofactor metabolic process	0.00473333616639533	0.0235926562237197	4.6 (5/109; 208/20876)	AT1G59870 AT2G43010 AT5G08330 AT5G42650 AT1G02450
GO:0009408	response to heat	0.00477437185119061	0.0235926562237197	3.86 (6/109; 298/20876)	AT2G17840 AT3G27210 AT5G05410 AT5G03720 AT5G58070 AT5G67030
GO:0010498	proteasomal protein catabolic process	0.00482958498682792	0.0236465435859175	4.58 (5/109; 209/20876)	AT3G18780 AT5G18650 AT2G42790 AT1G78380 AT3G05630
GO:0042631	cellular response to water deprivation	0.00499059070056609	0.0239502512057823	8.71 (3/109; 66/20876)	AT1G78380 AT4G30660 AT3G05630
GO:0071462	cellular response to water stimulus	0.00499059070056609	0.0239502512057823	8.71 (3/109; 66/20876)	AT1G78380 AT4G30660 AT3G05630
GO:0009407	toxin catabolic process	0.00502624601241663	0.0239502512057823	4.54 (5/109; 211/20876)	AT2G36950 AT2G42790 AT1G78380 AT4G11600 AT3G05630
GO:0009743	response to carbohydrate	0.00510332211562749	0.0241023224277889	3.34 (7/109; 401/20876)	AT3G48360 AT1G66180 AT3G18780 AT3G15630 AT2G31390 AT3G61060 AT5G67030
GO:0032446	protein modification by small protein conjugation	0.00522852933364551	0.0242738331345421	4.5 (5/109; 213/20876)	AT3G07360 AT3G46620 AT1G15100 AT5G18650 AT3G57870
GO:0016036	cellular response to phosphate starvation	0.0052306040827391	0.0242738331345421	5.76 (4/109; 133/20876)	AT3G62980 AT1G78380 AT4G35090 AT3G05630
GO:0006694	steroid biosynthetic process	0.00575939243410656	0.0264973862440293	4.39 (5/109; 218/20876)	AT1G66180 AT1G30690 AT1G07420 AT1G76490 AT1G01620
GO:0000160	phosphorelay signal transduction system	0.0059537210734205	0.0271573241945496	5.55 (4/109; 138/20876)	AT3G46620 AT1G53170 AT1G64610 AT5G59430
GO:0009966	regulation of signal transduction	0.00626069190901896	0.0276226789208856	5.47 (4/109; 140/20876)	AT1G01720 AT2G43010 AT1G15100 AT3G05120
GO:0035304	regulation of protein dephosphorylation	0.00626069190901896	0.0276226789208856	5.47 (4/109; 140/20876)	AT2G43010 AT1G21600 AT5G08330 AT1G02450
GO:0009404	toxin metabolic process	0.00632724416326595	0.0276226789208856	4.29 (5/109; 223/20876)	AT2G36950 AT2G42790 AT1G78380 AT4G11600 AT3G05630
GO:0006090	pyruvate metabolic process	0.00636615705525674	0.0276226789208856	3.21 (7/109; 418/20876)	AT4G34350 AT2G21660 AT5G42650 AT3G52880 AT4G39090 AT1G78380 AT2G47940
GO:0006833	water transport	0.0064180504474957	0.0276226789208856	5.43 (4/109; 141/20876)	AT3G18780 AT2G21660 AT4G39090 AT1G01620
GO:0035303	regulation of dephosphorylation	0.0064180504474957	0.0276226789208856	5.43 (4/109; 141/20876)	AT2G43010 AT1G21600 AT5G08330 AT1G02450
GO:0042044	fluid transport	0.0064180504474957	0.0276226789208856	5.43 (4/109; 141/20876)	AT3G18780 AT2G21660 AT4G39090 AT1G01620
GO:0000302	response to reactive oxygen species	0.00650770778073275	0.0277844871143706	3.61 (6/109; 318/20876)	AT3G48360 AT1G22770 AT1G58290 AT3G18780 AT5G05410 AT1G64610
GO:0023051	regulation of signaling	0.00657801565282215	0.0278617705595725	5.4 (4/109; 142/20876)	AT1G01720 AT2G43010 AT1G15100 AT3G05120
GO:0098754	detoxification	0.00668625232452263	0.0280972227810441	4.24 (5/109; 226/20876)	AT2G36950 AT2G42790 AT1G78380 AT4G11600 AT3G05630
GO:0009850	auxin metabolic process	0.00674060577356932	0.0281043349276286	5.36 (4/109; 143/20876)	AT2G43010 AT5G42650 AT3G51660 AT3G50740
GO:0046434	organophosphate catabolic process	0.00680903324113631	0.028133871629079	4.22 (5/109; 227/20876)	AT2G21660 AT3G52880 AT4G39090 AT1G78380 AT3G05630
GO:0009750	response to fructose	0.00690583890382422	0.028133871629079	5.32 (4/109; 144/20876)	AT3G18780 AT3G15630 AT2G31390 AT3G61060
GO:0071369	cellular response to ethylene stimulus	0.00690583890382422	0.028133871629079	5.32 (4/109; 144/20876)	AT3G46620 AT1G53170 AT1G64610 AT5G59430
GO:0010646	regulation of cell communication	0.00707373298198159	0.0285995424391122	5.28 (4/109; 145/20876)	AT1G01720 AT2G43010 AT1G15100 AT3G05120
GO:0042430	indole-containing compound metabolic process	0.00741757495012697	0.0297642303103631	5.21 (4/109; 147/20876)	AT1G59870 AT5G42650 AT3G51660 AT3G50740
GO:0005996	monosaccharide metabolic process	0.00774538355212658	0.0308476784047775	3.48 (6/109; 330/20876)	AT3G18780 AT2G21660 AT3G61580 AT3G52880 AT1G78380 AT1G20696
GO:0006569	tryptophan catabolic process	0.00821331581012484	0.0322302717936014	7.27 (3/109; 79/20876)	AT5G42650 AT3G51660 AT3G50740
GO:0046218	indolalkylamine catabolic process	0.00821331581012484	0.0322302717936014	7.27 (3/109; 79/20876)	AT5G42650 AT3G51660 AT3G50740
GO:0016052	carbohydrate catabolic process	0.00842421589055234	0.0328165766923553	3.42 (6/109; 336/20876)	AT2G21660 AT3G61580 AT3G52880 AT4G39090 AT1G78380 AT1G20696
