GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0097306	cellular response to alcohol	1.15522905398889e-07	6.05209067150453e-06	5.49 (15/217; 263/20876)	AT1G27730 AT3G29575 AT3G48360 AT1G01720 AT1G32640 AT4G18950 AT5G58430 AT5G05440 AT5G66880 AT2G22430 AT5G42050 AT3G50260 AT3G02140 AT5G47120 AT2G33150
GO:0080135	regulation of cellular response to stress	1.24747097764657e-07	6.06852422960401e-06	4.5 (18/217; 385/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0043067	regulation of programmed cell death	1.89484973604254e-07	8.60328266118963e-06	4.37 (18/217; 396/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0009626	plant-type hypersensitive response	2.19789974925772e-07	8.68394076261039e-06	4.33 (18/217; 400/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0034050	host programmed cell death induced by symbiont	2.28027823192613e-07	8.68394076261039e-06	4.32 (18/217; 401/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0007623	circadian rhythm	2.42264498864169e-07	8.68394076261039e-06	6.75 (12/217; 171/20876)	AT1G22770 AT2G43010 AT1G01060 AT3G48360 AT2G46830 AT3G14620 AT3G62980 AT2G18170 AT5G48250 AT5G37260 AT5G61380 AT3G54810
GO:0048511	rhythmic process	2.42264498864169e-07	8.68394076261039e-06	6.75 (12/217; 171/20876)	AT1G22770 AT2G43010 AT1G01060 AT3G48360 AT2G46830 AT3G14620 AT3G62980 AT2G18170 AT5G48250 AT5G37260 AT5G61380 AT3G54810
GO:0035556	intracellular signal transduction	2.57720555985074e-07	8.7760631432812e-06	3.89 (20/217; 495/20876)	AT1G27730 AT2G43010 AT1G59870 AT3G49530 AT1G32920 AT5G58430 AT1G76600 AT1G02450 AT5G07580 AT3G46600 AT1G23710 AT1G66160 AT5G42050 AT4G11330 AT1G05010 AT3G50260 AT1G25560 AT5G24930 AT3G55980 AT5G47120
GO:0009612	response to mechanical stimulus	2.83950998276415e-07	9.20883688645818e-06	12.22 (8/217; 63/20876)	AT1G27730 AT1G09070 AT2G23810 AT4G27280 AT3G62720 AT1G23710 AT2G06850 AT3G55980
GO:0006972	hyperosmotic response	3.85396489349661e-07	1.17338665279572e-05	5.39 (14/217; 250/20876)	AT1G73480 AT1G27730 AT4G18710 AT2G41430 AT1G01720 AT4G18950 AT5G58070 AT1G20440 AT1G29395 AT4G24190 AT1G20693 AT3G50260 AT5G49480 AT5G04590
GO:0006612	protein targeting to membrane	4.19732380310405e-07	1.17338665279572e-05	4.37 (17/217; 374/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0045088	regulation of innate immune response	4.33693137740662e-07	1.17338665279572e-05	4.13 (18/217; 419/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0050776	regulation of immune response	4.64783121364789e-07	1.17338665279572e-05	4.11 (18/217; 421/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0072657	protein localization to membrane	4.69194908256218e-07	1.17338665279572e-05	4.34 (17/217; 377/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0090150	establishment of protein localization to membrane	4.69194908256218e-07	1.17338665279572e-05	4.34 (17/217; 377/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0009611	response to wounding	4.82412441489432e-07	1.17338665279572e-05	4.59 (16/217; 335/20876)	AT1G27730 AT1G09070 AT2G23810 AT3G48360 AT1G72450 AT1G01720 AT1G32640 AT1G32920 AT4G18950 AT4G27280 AT3G24550 AT5G48930 AT1G23710 AT3G50260 AT3G55980 AT2G33150
GO:0002682	regulation of immune system process	5.15237717222416e-07	1.21001380414847e-05	4.08 (18/217; 424/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0009751	response to salicylic acid	5.68426428891727e-07	1.2891244515864e-05	3.86 (19/217; 473/20876)	AT2G40000 AT2G43010 AT1G01060 AT1G59870 AT5G35735 AT3G48360 AT2G46830 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G37260 AT2G21120 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0009753	response to jasmonic acid	5.8678075887511e-07	1.2891244515864e-05	3.86 (19/217; 474/20876)	AT1G27730 AT2G43010 AT1G01060 AT1G59870 AT3G48360 AT1G72450 AT2G46830 AT1G01720 AT1G32640 AT1G32920 AT4G18950 AT1G02450 AT5G37260 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0012501	programmed cell death	1.13724259940772e-06	2.38445929370552e-05	3.87 (18/217; 448/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0008219	cell death	1.15537556194232e-06	2.38445929370552e-05	3.69 (19/217; 496/20876)	AT2G43010 AT1G09070 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT5G48930 AT1G13260 AT4G33300 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT3G50260 AT3G25070 AT5G24930 AT5G47120
GO:0009742	brassinosteroid mediated signaling pathway	2.88420514850321e-06	5.30890677405854e-05	14.8 (6/217; 39/20876)	AT4G18710 AT5G10450 AT5G54380 AT4G33430 AT5G08130 AT4G00710
GO:0043401	steroid hormone mediated signaling pathway	2.88420514850321e-06	5.30890677405854e-05	14.8 (6/217; 39/20876)	AT4G18710 AT5G10450 AT5G54380 AT4G33430 AT5G08130 AT4G00710
GO:0048545	response to steroid hormone	2.88420514850321e-06	5.30890677405854e-05	14.8 (6/217; 39/20876)	AT4G18710 AT5G10450 AT5G54380 AT4G33430 AT5G08130 AT4G00710
GO:0071383	cellular response to steroid hormone stimulus	2.88420514850321e-06	5.30890677405854e-05	14.8 (6/217; 39/20876)	AT4G18710 AT5G10450 AT5G54380 AT4G33430 AT5G08130 AT4G00710
GO:0071367	cellular response to brassinosteroid stimulus	3.36391891592767e-06	6.02896271081774e-05	14.43 (6/217; 40/20876)	AT4G18710 AT5G10450 AT5G54380 AT4G33430 AT5G08130 AT4G00710
GO:0009741	response to brassinosteroid	3.496487420922e-06	6.1058768187221e-05	7.46 (9/217; 116/20876)	AT4G18710 AT5G10450 AT1G56220 AT5G54380 AT4G33430 AT1G30570 AT1G13260 AT5G08130 AT4G00710
GO:0048574	long-day photoperiodism, flowering	4.19307392035968e-06	7.13926006966504e-05	20.04 (5/217; 24/20876)	AT1G22770 AT1G01060 AT2G46830 AT5G37260 AT5G61380
GO:0048571	long-day photoperiodism	5.19715063839777e-06	8.63300760730003e-05	19.24 (5/217; 25/20876)	AT1G22770 AT1G01060 AT2G46830 AT5G37260 AT5G61380
GO:0048585	negative regulation of response to stimulus	7.44561196053898e-06	0.000120734609986685	3.93 (15/217; 367/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G01720 AT1G02450 AT2G21120 AT4G33300 AT2G22430 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT3G02140 AT5G47120
GO:0009863	salicylic acid mediated signaling pathway	2.10645958540608e-05	0.000333630196268722	3.82 (14/217; 353/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT2G21120 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0071446	cellular response to salicylic acid stimulus	2.24203432283429e-05	0.000347032585376504	3.79 (14/217; 355/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT2G21120 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0071236	cellular response to antibiotic	2.95189056927376e-05	0.000446753964519328	3.7 (14/217; 364/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT2G21120 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0031348	negative regulation of defense response	3.5228155537151e-05	0.000521570174657591	4.17 (12/217; 277/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G02450 AT2G21120 AT4G33300 AT5G42050 AT4G11330 AT1G05010 AT3G25070 AT5G24930 AT5G47120
GO:0002252	immune effector process	3.91169309810172e-05	0.000566823165615187	4.12 (12/217; 280/20876)	AT1G27730 AT3G49530 AT1G33060 AT4G33430 AT1G76600 AT3G53180 AT3G46600 AT1G23710 AT3G52450 AT1G66160 AT3G50260 AT3G55980
GO:0009867	jasmonic acid mediated signaling pathway	4.8024528325773e-05	0.000667494518298069	4.04 (12/217; 286/20876)	AT2G43010 AT1G59870 AT1G72450 AT1G32640 AT4G18950 AT1G02450 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0071395	cellular response to jasmonic acid stimulus	4.8024528325773e-05	0.000667494518298069	4.04 (12/217; 286/20876)	AT2G43010 AT1G59870 AT1G72450 AT1G32640 AT4G18950 AT1G02450 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0035690	cellular response to drug	6.22623336392216e-05	0.000848078523464766	3.45 (14/217; 390/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G32640 AT4G18950 AT4G33430 AT1G02450 AT2G21120 AT2G27500 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0042752	regulation of circadian rhythm	0.000112291648564004	0.0014995396619383	10.46 (5/217; 46/20876)	AT1G22770 AT1G01060 AT2G46830 AT3G62980 AT5G61380
GO:0009733	response to auxin	0.000150119513004237	0.00196614018044011	3.18 (14/217; 424/20876)	AT1G27730 AT2G43010 AT1G01060 AT1G59870 AT4G18710 AT3G23030 AT3G48360 AT2G46830 AT3G62980 AT4G18950 AT3G07390 AT5G37260 AT3G05630 AT2G06850
GO:0006979	response to oxidative stress	0.000182597658746881	0.00223747903226124	2.97 (15/217; 486/20876)	AT1G27730 AT1G22770 AT2G40000 AT1G09350 AT3G48360 AT1G32640 AT1G58290 AT2G18170 AT4G31390 AT2G01140 AT5G05410 AT3G23400 AT2G47180 AT4G24190 AT4G24240
GO:0009787	regulation of abscisic acid-activated signaling pathway	0.000184498424463954	0.00223747903226124	9.43 (5/217; 51/20876)	AT1G01720 AT5G66880 AT2G22430 AT3G02140 AT2G33150
GO:1901419	regulation of response to alcohol	0.000184498424463954	0.00223747903226124	9.43 (5/217; 51/20876)	AT1G01720 AT5G66880 AT2G22430 AT3G02140 AT2G33150
GO:1905957	regulation of cellular response to alcohol	0.000184498424463954	0.00223747903226124	9.43 (5/217; 51/20876)	AT1G01720 AT5G66880 AT2G22430 AT3G02140 AT2G33150
GO:0019439	aromatic compound catabolic process	0.000190866772966067	0.00223747903226124	2.96 (15/217; 488/20876)	AT1G59870 AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT4G31390 AT3G50740 AT2G20630 AT1G20440 AT3G53180 AT4G24190 AT1G20693 AT1G49500 AT3G16830 AT5G04590
GO:0044270	cellular nitrogen compound catabolic process	0.000190866772966067	0.00223747903226124	2.96 (15/217; 488/20876)	AT1G59870 AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT4G31390 AT3G50740 AT2G20630 AT1G20440 AT3G53180 AT4G24190 AT1G20693 AT1G49500 AT3G16830 AT5G04590
GO:0009642	response to light intensity	0.000193834157277036	0.00223747903226124	3.74 (11/217; 283/20876)	AT1G27730 AT2G40000 AT1G09070 AT2G41430 AT2G17840 AT5G05410 AT2G47180 AT2G06850 AT4G24190 AT4G24240 AT3G55980
GO:0046700	heterocycle catabolic process	0.00019945874867143	0.00226403176123535	2.94 (15/217; 490/20876)	AT1G59870 AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT4G31390 AT3G50740 AT2G20630 AT1G20440 AT3G53180 AT4G24190 AT1G20693 AT1G49500 AT3G16830 AT5G04590
GO:0048878	chemical homeostasis	0.000218729286940993	0.00244206813892705	3.23 (13/217; 387/20876)	AT2G43010 AT1G59870 AT5G22890 AT5G04340 AT1G58290 AT1G27770 AT5G48930 AT4G05180 AT3G02040 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:1901361	organic cyclic compound catabolic process	0.000227277502575783	0.00245822916549788	2.91 (15/217; 496/20876)	AT1G59870 AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT4G31390 AT3G50740 AT2G20630 AT1G20440 AT3G53180 AT4G24190 AT1G20693 AT1G49500 AT3G16830 AT5G04590
GO:0016119	carotene metabolic process	0.000227395696375654	0.00245822916549788	24.05 (3/217; 12/20876)	AT5G52570 AT5G61670 AT4G25700
GO:0010286	heat acclimation	0.000243675644784693	0.00259306154894237	6.87 (6/217; 84/20876)	AT3G10300 AT2G17840 AT5G05410 AT1G13080 AT1G20440 AT1G23710
GO:0050801	ion homeostasis	0.000264048960659377	0.00276663445419622	3.37 (12/217; 343/20876)	AT2G43010 AT1G59870 AT5G22890 AT5G04340 AT1G58290 AT1G27770 AT4G05180 AT3G02040 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:0042538	hyperosmotic salinity response	0.000288492648299289	0.00297694965629409	4.78 (8/217; 161/20876)	AT1G73480 AT1G27730 AT1G01720 AT4G18950 AT5G58070 AT1G29395 AT3G50260 AT5G49480
GO:0009408	response to heat	0.000301891500061219	0.0030687164263882	3.55 (11/217; 298/20876)	AT3G10300 AT3G02990 AT5G58070 AT2G17840 AT5G05410 AT1G13080 AT1G20440 AT1G23710 AT2G47180 AT4G24190 AT4G24240
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	0.000310686096510645	0.00311167034740538	3.83 (10/217; 251/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G02450 AT2G21120 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0009873	ethylene-activated signaling pathway	0.000336521779872847	0.00332158034443527	5.39 (7/217; 125/20876)	AT1G27730 AT1G32920 AT1G76600 AT5G07580 AT1G23710 AT1G25560 AT3G55980
GO:0032879	regulation of localization	0.000404260813135623	0.00392612229003028	4.06 (9/217; 213/20876)	AT1G09070 AT4G18710 AT2G41430 AT5G10450 AT2G28890 AT1G56220 AT3G16850 AT4G23050 AT3G05630
GO:0042592	homeostatic process	0.000409299765784455	0.00392612229003028	2.88 (14/217; 468/20876)	AT2G43010 AT1G59870 AT5G22890 AT5G04340 AT1G58290 AT5G62290 AT1G27770 AT5G48930 AT4G05180 AT3G02040 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:0019725	cellular homeostasis	0.00050792868850758	0.00480453013836848	3.34 (11/217; 317/20876)	AT2G43010 AT1G59870 AT5G22890 AT5G62290 AT1G27770 AT4G05180 AT3G02040 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:0009695	jasmonic acid biosynthetic process	0.000559588097229396	0.00522067049614159	4.95 (7/217; 136/20876)	AT1G27730 AT1G72450 AT1G01720 AT1G32640 AT1G32920 AT4G18950 AT2G33150
GO:0009646	response to absence of light	0.000573114778792149	0.00527461254450242	10.4 (4/217; 37/20876)	AT2G40000 AT1G09070 AT2G41430 AT3G55980
GO:0000160	phosphorelay signal transduction system	0.000610501860920864	0.00554378531951998	4.88 (7/217; 138/20876)	AT1G27730 AT1G32920 AT1G76600 AT5G07580 AT1G23710 AT1G25560 AT3G55980
GO:0009269	response to desiccation	0.00063536483324224	0.00565942598284488	10.13 (4/217; 38/20876)	AT1G32640 AT1G29395 AT2G22430 AT1G20450
GO:0046434	organophosphate catabolic process	0.000639856276112988	0.00565942598284488	3.81 (9/217; 227/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT3G05630 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009308	amine metabolic process	0.000681194102810983	0.00594780815814717	3.78 (9/217; 229/20876)	AT1G32640 AT5G53120 AT3G50740 AT2G20630 AT1G19110 AT3G53180 AT1G68440 AT5G19040 AT1G49500
GO:0009963	positive regulation of flavonoid biosynthetic process	0.000728139088735696	0.00627722838656889	5.6 (6/217; 103/20876)	AT1G59870 AT5G35735 AT1G32640 AT5G48930 AT1G13260 AT4G33300
GO:0071369	cellular response to ethylene stimulus	0.000785642912537139	0.00668830216330959	4.68 (7/217; 144/20876)	AT1G27730 AT1G32920 AT1G76600 AT5G07580 AT1G23710 AT1G25560 AT3G55980
GO:0016052	carbohydrate catabolic process	0.000820498735844196	0.00689880028708505	3.15 (11/217; 336/20876)	AT4G18710 AT2G41430 AT5G10450 AT3G07390 AT3G12560 AT2G01140 AT1G06410 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0042430	indole-containing compound metabolic process	0.000886962018855583	0.00736668069575818	4.58 (7/217; 147/20876)	AT1G59870 AT1G32640 AT3G50740 AT2G20630 AT3G53180 AT1G49500 AT5G04590
GO:0042214	terpene metabolic process	0.000949191139441274	0.00778854365527589	15.19 (3/217; 19/20876)	AT5G52570 AT5G61670 AT4G25700
GO:0006873	cellular ion homeostasis	0.000977462309877803	0.0079250390287085	3.31 (10/217; 291/20876)	AT2G43010 AT1G59870 AT5G22890 AT1G27770 AT4G05180 AT3G02040 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:0042742	defense response to bacterium	0.00107176692048112	0.00858740801921098	2.87 (12/217; 402/20876)	AT2G40000 AT1G59870 AT5G10450 AT4G33430 AT1G02450 AT5G53120 AT3G23400 AT4G33300 AT2G44920 AT1G05010 AT3G50260 AT3G25070
GO:0009166	nucleotide catabolic process	0.00112671743450458	0.00872941452471755	3.89 (8/217; 198/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:1901292	nucleoside phosphate catabolic process	0.00112671743450458	0.00872941452471755	3.89 (8/217; 198/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0006857	oligopeptide transport	0.00112794289685686	0.00872941452471755	5.15 (6/217; 112/20876)	AT2G28890 AT1G30110 AT5G24380 AT4G08850 AT4G24240 AT5G64410
GO:0009723	response to ethylene	0.00122202094267	0.00929996146263522	3 (11/217; 353/20876)	AT1G27730 AT1G01060 AT2G46830 AT1G32920 AT4G18950 AT1G76600 AT5G37260 AT5G07580 AT1G23710 AT1G25560 AT3G55980
GO:0055082	cellular chemical homeostasis	0.00122897481461408	0.00929996146263522	3.21 (10/217; 300/20876)	AT2G43010 AT1G59870 AT5G22890 AT1G27770 AT4G05180 AT3G02040 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:0006576	cellular biogenic amine metabolic process	0.00130105543406974	0.0097372222769592	4.29 (7/217; 157/20876)	AT1G32640 AT5G53120 AT3G50740 AT2G20630 AT3G53180 AT1G68440 AT1G49500
GO:0034404	nucleobase-containing small molecule biosynthetic process	0.0014499247512432	0.0106252735021815	3.74 (8/217; 206/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009694	jasmonic acid metabolic process	0.00145091640481876	0.0106252735021815	4.21 (7/217; 160/20876)	AT1G27730 AT1G72450 AT1G01720 AT1G32640 AT1G32920 AT4G18950 AT2G33150
GO:0032880	regulation of protein localization	0.00154457874133459	0.01119084485603	8.02 (4/217; 48/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G56220
GO:0042436	indole-containing compound catabolic process	0.00156463743467759	0.0112168467616222	5.94 (5/217; 81/20876)	AT1G59870 AT3G50740 AT2G20630 AT3G53180 AT1G49500
GO:0006995	cellular response to nitrogen starvation	0.00168249452458394	0.0119361179540111	12.55 (3/217; 23/20876)	AT1G59870 AT3G05630 AT4G08850
GO:0009962	regulation of flavonoid biosynthetic process	0.00174956748437438	0.0122839952511148	4.73 (6/217; 122/20876)	AT1G59870 AT5G35735 AT1G32640 AT5G48930 AT1G13260 AT4G33300
GO:0044106	cellular amine metabolic process	0.00185305490362074	0.0128778359037875	4.03 (7/217; 167/20876)	AT1G32640 AT5G53120 AT3G50740 AT2G20630 AT3G53180 AT1G68440 AT1G49500
GO:0009851	auxin biosynthetic process	0.00190008000919951	0.0129959118056528	4.65 (6/217; 124/20876)	AT2G43010 AT3G50740 AT2G20630 AT3G53180 AT1G49500 AT5G04590
GO:0052541	plant-type cell wall cellulose metabolic process	0.00190820961597684	0.0129959118056528	12.03 (3/217; 24/20876)	AT2G35880 AT3G24550 AT1G30690
GO:0055080	cation homeostasis	0.00193464415351021	0.0130454900189797	3.02 (10/217; 319/20876)	AT2G43010 AT1G59870 AT5G22890 AT1G58290 AT1G27770 AT4G05180 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:0034754	cellular hormone metabolic process	0.00218963747069947	0.014603922678882	3.92 (7/217; 172/20876)	AT3G50740 AT2G20630 AT1G19110 AT3G53180 AT5G19040 AT1G49500 AT5G04590
GO:0080167	response to karrikin	0.00223031193608481	0.014603922678882	4.51 (6/217; 128/20876)	AT1G22770 AT5G06980 AT4G27280 AT2G01150 AT5G48540 AT5G64410
