GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0045454	cell redox homeostasis	0.00868563822915847	0.0201825710295185	114.7 (1/14; 13/20876)	AT4G35090
GO:0009142	nucleoside triphosphate biosynthetic process	0.00869767707921671	0.0201825710295185	14 (2/14; 213/20876)	AT1G02500 AT1G78380
GO:0072525	pyridine-containing compound biosynthetic process	0.00885539647530804	0.0201825710295185	13.87 (2/14; 215/20876)	AT1G02500 AT1G78380
GO:0009127	purine nucleoside monophosphate biosynthetic process	0.00909439817513879	0.0201825710295185	13.68 (2/14; 218/20876)	AT1G02500 AT1G78380
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	0.00909439817513879	0.0201825710295185	13.68 (2/14; 218/20876)	AT1G02500 AT1G78380
GO:0009124	nucleoside monophosphate biosynthetic process	0.00925534299952706	0.0201825710295185	13.56 (2/14; 220/20876)	AT1G02500 AT1G78380
GO:0009156	ribonucleoside monophosphate biosynthetic process	0.00925534299952706	0.0201825710295185	13.56 (2/14; 220/20876)	AT1G02500 AT1G78380
GO:0046434	organophosphate catabolic process	0.0098287443883949	0.0201825710295185	13.14 (2/14; 227/20876)	AT1G02500 AT1G78380
GO:0009199	ribonucleoside triphosphate metabolic process	0.0099954442466505	0.0201825710295185	13.02 (2/14; 229/20876)	AT1G02500 AT1G78380
GO:0009205	purine ribonucleoside triphosphate metabolic process	0.0099954442466505	0.0201825710295185	13.02 (2/14; 229/20876)	AT1G02500 AT1G78380
GO:0046034	ATP metabolic process	0.0099954442466505	0.0201825710295185	13.02 (2/14; 229/20876)	AT1G02500 AT1G78380
GO:2000028	regulation of photoperiodism, flowering	0.0100156556718694	0.0201825710295185	99.41 (1/14; 15/20876)	AT1G22770
GO:0009144	purine nucleoside triphosphate metabolic process	0.0101634141810846	0.0201825710295185	12.91 (2/14; 231/20876)	AT1G02500 AT1G78380
GO:0009141	nucleoside triphosphate metabolic process	0.0102478744279193	0.0201825710295185	12.85 (2/14; 232/20876)	AT1G02500 AT1G78380
GO:0009126	purine nucleoside monophosphate metabolic process	0.0108479308394719	0.0202472557654512	12.48 (2/14; 239/20876)	AT1G02500 AT1G78380
GO:0009152	purine ribonucleotide biosynthetic process	0.0108479308394719	0.0202472557654512	12.48 (2/14; 239/20876)	AT1G02500 AT1G78380
GO:0009167	purine ribonucleoside monophosphate metabolic process	0.0108479308394719	0.0202472557654512	12.48 (2/14; 239/20876)	AT1G02500 AT1G78380
GO:0009123	nucleoside monophosphate metabolic process	0.0111098088747497	0.0202472557654512	12.32 (2/14; 242/20876)	AT1G02500 AT1G78380
GO:0009161	ribonucleoside monophosphate metabolic process	0.0111098088747497	0.0202472557654512	12.32 (2/14; 242/20876)	AT1G02500 AT1G78380
GO:0009069	serine family amino acid metabolic process	0.0122769612275751	0.022045317374593	11.7 (2/14; 255/20876)	AT3G47470 AT1G02500
GO:0006164	purine nucleotide biosynthetic process	0.0136881408736853	0.0242231020800533	11.05 (2/14; 270/20876)	AT1G02500 AT1G78380
