gene ZT0 ZT4 ZT8 ZT12 ZT16 ZT20
ATCG00280 11.8090416987416 11.8507014117401 11.246976165521 11.1420238047508 11.3331151536525 11.3049986873774
ATCG00300 12.5301152824164 12.654839321886 12.1979460734672 12.0638679723953 12.5117486121379 12.39333134371
ATCG00330 6.95979154370661 7.81317015525545 7.4086148949103 7.06937169888291 7.26878391994116 7.69997686405956
ATCG00340 14.2015661226626 14.2091688765025 14.1561470206351 14.1171033714707 14.272399883756 14.1920175403417
ATCG00350 13.4550095840924 13.1836899454144 12.576931587031 12.4604217462081 12.9370901299235 12.9888890569694
ATCG00360 10.6648995004046 10.6220264180134 10.2767332399949 9.87139600849289 10.3571178413217 10.618824753018
ATCG00380 13.1995975473847 12.9769258348873 12.780139441727 12.9390108686226 13.0820155801777 13.0814699145854
ATCG00420 11.1641599895551 10.9680682453314 10.8033973236746 10.7959547651085 10.8289372306778 10.7320602940152
ATCG00430 9.92999448811061 9.81839479061172 9.47573497967622 9.56105019330813 9.54604178997033 9.45937116783464
ATCG00440 12.3502520380053 12.4854199776276 12.2512357289534 12.0850403833018 12.3272022455798 12.2144462384107
ATCG00470 14.1349294339684 14.0641765221709 13.9857269380284 14.0506128767516 14.1862340160193 14.1942349225861
ATCG00480 14.1236272793307 14.0725546747086 13.9530146361947 14.0482677454608 14.2146409902299 14.1697607112856
ATCG00490 10.3104307040114 9.99481865870247 9.47651017100185 9.68151366275644 9.86670579218909 9.75893909905252
ATCG00500 10.5537944039422 10.3838221702752 9.93442170272039 9.84525599808017 9.70448018888746 9.87234154103924
ATCG00510 12.1242043030313 11.9329393069591 11.5996594634562 11.492023897998 11.6394353297857 11.7598181564976
ATCG00520 12.4622805414012 12.2542739997054 11.7919818657471 11.9084604766758 12.1131225808453 11.8589581466584
ATCG00530 12.5417111184958 12.4369814396125 12.1909734813847 12.3169828826229 12.4236328768834 12.3030339188367
ATCG00540 12.8468500780996 12.674374446752 12.4429210155089 12.5547457840387 12.6502899684781 12.6017456524723
ATCG00550 11.894433118808 11.8359242913447 11.6159563789202 11.2095058937174 11.6422961759207 11.593649532331
ATCG00560 10.5724143452913 10.4055073897692 10.1073658621607 9.78105098965475 10.1520313109343 10.1573172166494
ATCG00080 12.1732049002396 12.2283331788561 11.9534868336638 11.285499132993 11.9310964573444 11.8016018593089
ATCG00120 12.554835119017 12.3640037367848 11.9006041516457 11.8349999198018 11.9643990528476 11.812667029947
ATCG00130 10.7843288879848 10.5240990060883 10.0706949708958 9.91163224437087 10.1422202556988 9.93238865712381
ATCG00140 11.4980698724707 11.4872514944845 10.9967099718069 10.8522703752283 10.8561774234317 10.8670697310601
AT2G26550 8.5327154573062 8.56672425145706 8.53210652829233 8.53681316367974 8.56147299972655 8.49945310364591
AT2G26570 6.87808796623176 7.27064547635367 7.07028755779171 7.25703552701249 6.90740805044428 7.19967013564214
AT2G26580 7.11863346217097 6.66868348865318 7.12960879461098 7.476982319839 7.59068312923782 7.40781090660216
AT2G26620 3.68074630188518 3.66271585813118 3.62826877587722 3.63881321408697 3.73473727349244 3.7311910988657
AT2G26360 6.54009241278828 6.66494331400479 6.85291612128454 6.71674631605341 6.82133989143275 6.55813737894968
unknown_17 4.24523132325834 4.32815025280003 4.2768662024975 4.30907086177769 4.37896746286458 4.23100543122514
AT2G26380 5.70255235145444 5.75520728634537 5.65901424023201 5.80495431830423 5.75399746269187 5.82162346578785
AT2G26390 5.64989626707993 5.83401010458977 5.7636102059609 5.69813148398842 5.67247333753877 5.65670808779052
AT2G26400 7.88414225911914 8.36589057543908 7.94810982049552 9.04247228786451 8.05515125420533 8.25679956327093
AT2G26410 4.23680780173511 4.24280766534324 4.31157918309254 4.167046167348 4.25543839035601 4.22547916619903
AT2G26420 4.34572967777434 4.39043381340535 4.42089259935454 4.61662509433096 4.46471602603286 4.44784108288909
AT2G26560 5.93277914317858 6.5010603717638 8.59758535834048 7.59368306310419 7.1986582042033 6.6830917987482
AT2G26600 7.74398854857348 7.96500728932059 7.86010070956312 7.67809759482173 7.93931229582239 7.83579817053939
AT2G26520 6.24413582329349 6.33138891024159 6.36050622397874 6.13319004480435 6.1305602633825 6.08709627754601
AT2G26530 6.93667206939142 6.6601561383607 6.97979589965017 6.47100355755715 7.07112324407645 6.877180672876
AT2G26540 8.97502710181849 9.04128863604708 9.25731086785686 9.39646074379834 9.28307858338171 9.20596718603461
AT2G26430 7.96698875925639 6.9952489935203 6.96154686881366 7.14238056519235 7.44591383539387 7.80438708238786
AT2G26500 13.6455650222806 13.511704276671 13.4729824516855 13.6042037185381 13.7445985230884 13.7703727875683
AT2G26590 9.36655346771438 9.41577696473866 9.31117981823937 9.3938042760143 9.33093097434539 9.19188948227651
AT2G26510 9.30406894849624 8.9014466860899 9.64459070318959 9.60287010170514 9.59260441944837 9.72389221242692
ATCG00020 11.367088834689 11.1740576569538 10.9653666143011 10.9459974654465 11.0364459126377 11.0877675497262
ATCG00040 11.8910114244795 11.773241841811 11.5277942488143 11.7171441266063 11.9207374809417 11.6874900683603
ATCG00050 9.20209645463105 9.36849768574608 9.01517817107379 8.85823740462459 8.94964574649862 8.92514982792548
ATCG00070 12.2932713763714 12.1588091662637 11.9097314602099 11.3278128514836 11.9349015719119 11.8766384481363
AT2G23320 9.39522325527003 7.78469501235324 7.91589085690008 8.20629762027295 8.83364861293141 8.95439132280489
AT2G26440 6.57166079692615 7.68145786024813 8.99775611110569 8.84398220112656 7.75236442492666 7.0785308256486
AT2G26450 5.37274810532247 5.30220886653403 5.28843582155647 5.35328168763578 5.31167286938977 5.3821242043962
AT2G26460 6.42662157928821 6.66256026935846 6.71868302138249 6.68253884234461 6.67234945926836 6.71169703743232
AT2G26470 5.39125757919913 5.45460657902859 5.1965443273649 5.47881263073896 5.4955706360639 5.50751789480486
AT2G26480 5.95387131241654 6.06054560604255 5.9572344700158 6.20945684598965 5.89918647342416 5.84949719918817
AT2G26490 5.53048968784704 5.44788550168833 5.52544916201119 5.61232551369889 5.57417865287007 5.48352084592636
AT2G39790 4.40652830094749 4.49744675161497 4.45993400520034 4.35293518003147 4.48935989979549 4.46535901074912
AT2G39720 8.96758656251242 8.72709101979662 8.69373447701099 8.90415879883036 8.583250424328 8.8016131141781
AT2G39770 10.4353159223079 10.1887380479424 9.78756916863669 10.3373108712687 10.4535328218839 10.4138775740977
AT2G39730 13.8283733318402 13.8452537636659 13.4913443225617 13.3863536844103 13.7059318982862 13.8421031385223
AT2G39760 8.41680169666003 8.31730408226458 8.38194040268674 8.44621221833391 8.58663503317162 8.57857004577542
AT2G39795 7.25880778444397 7.58176745274025 7.74521980827336 7.84232941981926 7.44762781252046 7.13487711252335
AT2G39725 6.32312430085504 6.2880502819895 6.90559586617914 6.80694351606231 6.69745155913934 6.5803500764169
AT2G39750 8.60430840749118 8.60257228104191 8.74727776556338 8.72939390516865 8.7394482969063 8.66212724489815
AT2G39840 8.72673960273593 8.91404218626479 8.88889010045721 8.84348257625631 8.61938799056584 8.65580736911174
AT2G39780 10.0876247216606 10.0547115293234 10.0487956685849 10.1746691959024 10.1786942908307 10.1889197240296
AT2G23260 4.63784589897752 4.67450086500402 4.61445719024317 4.56962761751653 4.64266642599973 4.60197734145002
AT2G23250 4.83220291581722 4.74568813896203 4.76054239307539 4.77129595180535 4.81829215647003 4.74676643468901
AT2G23240 4.7558084690486 4.83205890743839 4.80990611409031 4.83297496397441 4.96103507736138 4.86589785788263
AT2G23230 5.01740172334468 5.00094252628863 5.07540639316382 5.06530609433297 5.13735839344817 5.00348040267778
unknown_18 4.92316559261815 4.98003177064096 4.89347419399739 4.86442687385164 4.86331277219597 4.88270487504453
AT2G23210 4.76595739534339 4.70666135199814 4.62121808236533 4.64814882360869 4.75565421905226 4.71462606963782
AT2G23200 7.48648943640765 7.73920628649461 8.30275496278623 8.55476304457954 7.83548303248468 7.57269559448315
AT2G23180 5.82240670620707 6.22074436202867 5.85477680924322 6.10044844741885 5.83688063336092 5.72521729652439
AT2G23170 5.55171442643211 5.82764268419474 5.47960365081501 5.11151601131166 5.3057868854198 5.44354521862389
AT2G23160 6.09195417659985 6.11664210401058 6.05702015520214 6.10732350648925 5.97248186666541 6.1452682614154
AT2G23340 7.51911335955148 8.12436839486594 8.37077570312432 8.90634992412824 8.11575945039896 7.98670638600254
unknown_19 6.40615497713787 6.15131206208772 6.25864254554443 6.42961767807145 6.4596473588203 6.50102184760201
AT2G23300 4.91537944846698 4.82094285236111 5.0114555670753 5.20262497647461 5.03520983899019 4.79762968211511
unknown_20 5.69747885867569 5.66545045715278 5.52546538551813 5.36084801090635 5.48738015392505 5.43305910982736
AT2G23270 5.63904795877307 5.72418868956694 5.75509314844393 5.72680002226346 5.7819667238933 5.69049954245757
AT2G23310 9.00688527513531 8.09035521377574 8.24973170333187 8.37635264296795 8.48259455282776 8.68875353195988
AT2G23290 7.32469619673678 6.64123168132573 6.64428494768656 6.29973151900806 6.89554590020164 6.91641737167792
AT2G23350 10.0425437491046 10.1131676387288 10.2928990866735 10.3211349897945 10.0299569450521 10.0230309763202
AT2G39820 4.41464552628077 4.23449474825622 4.22373802311638 4.29713584504137 4.23346017622028 4.20871244238142
AT2G39830 6.67141167549755 6.57345811017861 6.62722365524596 6.73447602804985 6.64055806839945 6.61022524207268
AT2G39850 8.23416162081571 8.81386978817071 8.59050015406057 8.45201719965215 7.91686077845156 8.03697067515412
AT2G45290 6.81165484458708 6.78055903469751 6.78271479711875 7.00861035559691 7.04114707085554 7.00890364256295
AT2G40900 7.85973461076135 7.6448066427891 7.24223063972927 6.994171923113 7.17143795264296 7.29498121404738
AT2G40910 4.83102050692116 4.74659466656575 4.78013050659556 4.7958806563772 4.68224110015345 4.75516767953684
AT2G40950 7.71679690329296 7.81712289249851 7.88837087050926 8.07072952524693 7.83931401576997 7.62426080707331
AT2G40815 7.51902567750244 7.24575807363357 7.67552101707057 7.53237024397002 7.62365163998091 7.59199660342908
AT2G40840 8.68192926999533 10.8991479808661 11.3641789016802 11.45847587137 10.1561632983242 9.87363399389256
AT2G40860 5.83501910997334 5.2259196651338 5.26321775963929 5.21031118930013 5.37009385819725 5.59019596176852
AT2G40880 10.7855263164383 11.0485826768053 10.6916769696602 10.1679739117028 10.3820423627686 10.6309042571165
AT2G40935 8.24294694235109 7.96113797117576 8.18733227764159 8.14881687955903 8.13152638649599 8.16982394891191
AT2G40940 8.4830575774511 8.12258324094932 8.39705709342705 8.29005806285137 8.59102486073404 8.31481344097933
AT2G40830 8.50260668742059 8.50503007038213 8.49291504728513 8.95374212287934 8.34180455656056 8.35638133762508
AT2G40930 7.24137393278337 7.36531377137096 7.36371602316334 7.40476211542252 7.36141936870686 7.49352711433813
AT2G40890 9.92142021852663 9.49214763475125 9.13777348343766 9.06013759048897 9.55417524650585 9.73580940631482
unknown_21 3.90334348664074 3.90594010369971 3.80357684880451 3.9178908887147 3.88208983672545 3.85746586313217
AT2G41590 4.7445909676979 4.74665867846996 4.80222104108788 4.79974941936392 4.90583127358428 4.72397673689566
AT2G41600 8.56960830342762 8.49087086817442 8.60042412959858 8.64603343383525 8.56463418837956 8.4875173396478
AT2G41610 5.4494088325034 5.45475719899202 5.30865583405426 5.28057390796504 5.25716773740253 5.23970764530213
AT2G41650 7.47962589893203 7.79580991878989 7.69035675387657 7.62184290415016 7.34943586840229 7.29269619060791
AT2G41690 4.79424131959104 4.79112238152861 4.75376681668311 4.86299493449178 4.75466337052042 4.78775824570793
AT2G41510 4.86308557704351 5.05820083411063 4.95446805222545 4.94202711815516 4.87252060939099 5.02443393811277
AT2G41520 6.84029262682949 6.98972120681936 6.8256447331389 6.89549837614435 6.72797794778504 6.72800740402864
AT2G41550 4.96085498567084 4.80231288387286 4.82819891818996 4.80383564479984 4.80962140100089 4.87772737492627
unknown_22 4.68095980406766 4.72740449951489 4.65993371144669 4.73731990879766 4.78829167016 4.68690603352052
AT2G41540 7.94218143310326 8.59156728901245 8.54246784252626 8.1347581595358 8.01355781258482 8.05199135095815
AT2G41660 5.41038877932399 5.37959238644099 5.29382300377851 5.31543104711179 5.31029687292664 5.37748057198333
AT2G41630 9.27024967974648 8.86859344736322 8.64116834618732 8.76981905861441 8.92377573209748 8.95437032466958
AT2G41530 10.6688910065194 10.7959260464977 10.8452237168413 11.0439579150809 10.7920410790525 10.8110255328754
AT2G41620 8.77253363865048 8.1923590284516 8.25668642323742 8.33515717944818 8.68241411556545 8.77351299699623
AT2G41560 9.91563191609022 8.74932871955726 9.14060866336805 8.647257014452 9.85420347359609 10.0069089320509
AT2G41680 10.8622458264754 10.9370264422965 10.7512711812033 10.7232434567137 10.8799369748265 10.8976448804857
AT2G41640 4.66938806254947 4.66234655302379 4.69847116348185 4.74398057352156 4.71511025201291 4.82938098582503
AT2G39810 7.46448423611172 7.4060467419091 7.35720592078463 7.36129043506892 7.27271346982396 7.32443141897939
AT2G47610 11.7874974086899 12.1087908696025 12.0612306112345 12.0209516308242 11.9465279346699 11.8065251481473
AT2G47420 9.2060782359818 7.96355952880174 7.97975146007932 8.00510840079817 8.75598103292153 8.86112310824507
AT2G47450 11.4238425021864 11.091619504781 10.5648750373276 10.2327348430341 10.6608772762653 11.0400439449269
AT2G47580 9.22374163395627 9.40514897065967 9.36468123821894 9.53422258435076 9.55797173793606 9.41324270448048
AT2G47430 4.66256032950768 4.59985973740839 4.72681245524731 4.79520372919202 4.72416713705945 4.5534931949277
AT2G47460 5.58033168906191 5.72475975655626 5.63710623290117 5.50227344655275 5.59993568261563 5.52062761937842
AT2G47600 8.59306811298768 8.70148130068381 8.92789230483572 8.89301994314827 8.85377593069406 8.79308222381701
AT2G45380 3.64941659985337 3.58584044282372 3.57847143099564 3.64884609515855 3.68861218570579 3.75070936495916
AT2G45350 5.02756998003322 5.13497619700307 5.37081820491818 5.69248381547256 5.60125727096379 5.39632928477407
AT2G45340 7.83960029215272 8.33878615562076 8.2316501268575 8.32282896912052 8.35871253303013 8.08515780126069
unknown_23 7.80421798310291 7.64238073917518 7.65477147092154 7.50813237562209 7.65192887075922 7.69584868526537
AT2G45320 7.14078252197694 6.95646749670888 6.88390872458346 6.81101089477869 7.10411464083968 6.88304334110683
AT2G45310 6.51593932110218 6.65566932043748 6.55292540926422 6.64837598847509 6.40644862140018 6.32829414030563
unknown_24 8.2937103040397 7.0417461546623 7.39662370063364 7.43486449682288 8.07995532297428 8.22472390379412
unknown_25 4.60834995732644 4.71490536776075 4.67117287953712 4.68992480320047 4.72565570273603 4.6551626933211
AT2G45210 5.6051668683564 5.38882082467136 5.46765094377578 5.33717670647282 5.86170436738394 5.62461144831926
AT2G45460 5.93474173663884 6.10761596758507 6.27351459473596 6.14016824749106 5.97219365365384 5.97426497597605
AT2G45190 8.76507698296242 8.7134060839196 8.0852449065246 7.77204461852521 8.28793064470615 8.57071176737247
AT2G45430 5.61775040471691 5.66747926059155 5.61462663054654 5.64079905248114 5.58470609066899 5.56222947314085
AT2G45420 4.58259312602291 4.6598384038339 4.78221751063885 4.7107895341217 4.64796527981249 4.53635199360693
AT2G45400 6.99578651930926 6.63250430448771 6.60676056736343 6.49351733563361 6.59339084729345 6.55243759690592
AT2G45270 8.65502164440104 8.77272013695535 8.91769392123255 8.78447250082456 8.79783213328554 8.78377082538803
AT2G45450 6.9520122153097 6.49985216788945 6.51728878729125 6.86151089817781 6.97029112075434 6.79743358284653
AT2G45240 8.64400924824124 8.95678817017735 8.94110434208828 9.0306007106546 8.87928518024409 8.73592080231106
AT2G45440 8.70516438539673 8.83019578553097 8.6176216414124 9.22748002008129 8.90952452361332 8.80754070784378
AT2G45200 8.71859197564636 8.40226044893593 8.49882126152614 8.60580825892263 8.79667453383262 8.81702284502727
AT2G45280 6.69590590130017 6.45711126483713 6.57422985617789 6.63802649509269 6.92100872906022 6.79963234617343
AT2G45220 7.02501547337744 7.06584851392341 6.89273443950348 6.79863425066512 6.86145643635086 6.91915062572159
AT2G47620 6.29244758425001 6.28110000852616 6.29951049996979 6.20246475794771 6.34650145307303 6.29673374700511
AT2G47590 10.3329909769794 10.4177346369365 10.37640709209 10.6863906867942 10.6322850260341 10.6119824514414
AT2G47550 4.43970785694932 4.38173185694952 4.45572942589683 4.36307713280536 4.45528277138438 4.37978013845249
AT2G47490 10.1793505387288 9.42621247308336 7.94219455888389 8.13321247264629 8.19791134066197 9.46010553554454
AT5G12450 3.73833707951683 3.71749873375464 3.80065613385568 3.66102366268166 3.7147803649677 3.64644077598683
AT5G12460 5.00461545012655 5.14987580221752 5.1393066508438 5.11349276532796 5.32642272631688 5.10388941122989
